loc,v(g),ev(g),iv(g),defects
3,1,1,1,0
4,1,1,1,0
3,1,1,1,0
39,2,1,2,0
1,1,1,1,0
4,1,1,1,0
13,1,1,1,0
4,1,1,1,0
2,1,1,1,0
10,1,1,1,0
20,1,1,1,0
4,1,1,1,0
14,1,1,1,0
13,1,1,1,0
15,1,1,1,0
24,1,1,1,0
19,3,3,3,0
17,1,1,1,0
63,9,8,9,0
6,1,1,1,0
9,1,1,1,0
9,1,1,1,0
6,1,1,1,0
6,1,1,1,0
6,1,1,1,0
10,1,1,1,0
6,1,1,1,0
6,1,1,1,0
10,1,1,1,0
87,9,1,9,0
51,6,1,6,0
88,14,10,9,0
59,6,1,6,0
1,1,1,1,0
4,1,1,1,0
1,1,1,1,0
4,1,1,1,0
1,1,1,1,0
1,1,1,1,0
1,1,1,1,0
4,1,1,1,0
56,7,3,7,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
1,1,1,1,0
1,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
1,1,1,1,0
4,1,1,1,0
4,1,1,1,0
1,1,1,1,0
4,1,1,1,0
9,1,1,1,0
1,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
1,1,1,1,0
1,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
1,1,1,1,0
1,1,1,1,0
1,1,1,1,0
4,1,1,1,0
1,1,1,1,0
1,1,1,1,0
1,1,1,1,0
4,1,1,1,0
1,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
1,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
16,2,1,2,0
16,2,1,2,0
18,2,1,2,0
7,1,1,1,0
8,1,1,1,0
14,2,1,2,0
16,2,1,2,0
16,2,1,2,0
17,2,1,2,0
17,2,1,2,0
17,2,1,2,0
7,1,1,1,0
17,2,1,2,0
9,1,1,1,0
14,2,1,2,0
16,2,1,2,0
17,2,1,2,0
17,2,1,2,0
17,2,1,2,0
17,2,1,2,0
17,2,1,2,0
16,2,1,2,0
17,2,1,2,0
17,2,1,2,0
49,9,5,9,0
13,2,1,2,0
14,1,1,1,0
4,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
6,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
28,4,1,1,0
28,4,1,1,0
23,3,1,3,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
35,2,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
47,3,1,3,0
4,1,1,1,0
41,5,3,5,0
41,5,3,5,0
53,5,3,5,0
15,4,3,4,0
14,2,1,2,0
82,9,1,9,0
41,5,3,5,0
60,6,1,5,0
12,1,1,1,0
11,3,1,3,0
68,7,1,7,0
11,1,1,1,0
60,11,5,11,0
24,4,1,4,0
51,13,8,13,0
12,2,1,2,0
13,1,1,1,0
4,1,1,1,0
16,2,1,2,0
4,1,1,1,0
12,2,1,2,0
51,13,8,13,0
13,1,1,1,0
4,1,1,1,0
24,3,3,3,0
54,18,11,18,0
13,2,1,2,0
7,1,1,1,0
8,1,1,1,0
25,4,1,4,0
7,1,1,1,0
53,7,3,7,0
64,12,5,12,0
18,1,1,1,0
5,1,1,1,0
13,2,1,2,0
15,1,1,1,0
4,1,1,1,0
23,2,1,2,0
4,1,1,1,0
4,1,1,1,0
48,6,3,6,0
24,3,3,3,0
15,1,1,1,0
39,5,3,5,0
63,8,1,7,0
23,2,1,2,0
17,1,1,1,0
34,3,1,3,0
26,2,1,2,0
22,2,1,2,0
31,3,1,3,0
23,2,1,2,0
24,2,1,2,0
16,1,1,1,0
23,2,1,2,0
16,1,1,1,0
16,1,1,1,0
16,1,1,1,0
23,1,1,1,0
23,2,1,2,0
16,1,1,1,0
23,2,1,2,0
16,1,1,1,0
18,1,1,1,0
18,1,1,1,0
27,2,1,2,0
18,1,1,1,0
18,1,1,1,0
127,25,7,22,0
25,5,5,4,0
48,4,1,4,0
6,2,1,1,0
60,2,1,2,0
22,2,1,2,0
22,2,1,2,0
20,2,1,2,0
21,3,1,3,0
31,6,5,6,0
52,7,3,7,0
6,1,1,1,0
5,1,1,1,0
7,1,1,1,0
18,1,1,1,0
13,2,1,2,0
51,13,8,13,0
15,1,1,1,0
4,1,1,1,0
12,2,1,2,0
15,1,1,1,0
4,1,1,1,0
13,2,1,2,0
51,13,8,13,0
15,1,1,1,0
4,1,1,1,0
112,12,7,12,0
33,4,1,4,0
33,4,1,4,0
38,4,3,4,0
34,3,1,3,0
9,1,1,1,0
34,5,4,5,0
24,2,1,2,0
29,3,1,3,0
17,2,1,2,0
3,1,1,1,0
3,1,1,1,0
3,1,1,1,0
3,1,1,1,0
3,1,1,1,0
12,1,1,1,0
20,1,1,1,0
5,1,1,1,0
28,2,1,2,0
18,1,1,1,0
10,1,1,1,0
8,1,1,1,0
5,1,1,1,0
32,3,1,3,0
23,1,1,1,0
23,1,1,1,0
31,4,1,4,0
40,4,1,4,0
5,1,1,1,0
16,1,1,1,0
28,5,1,4,0
14,1,1,1,0
30,4,1,4,0
24,3,1,3,0
9,1,1,1,0
3,1,1,1,0
3,1,1,1,0
8,1,1,1,0
8,1,1,1,0
37,4,1,4,0
15,2,1,2,0
5,1,1,1,0
8,1,1,1,0
25,1,1,1,0
22,1,1,1,0
32,4,1,4,0
1,1,1,1,0
18,2,1,2,0
1,1,1,1,0
1,1,1,1,0
1,1,1,1,0
1,1,1,1,0
1,1,1,1,0
1,1,1,1,0
1,1,1,1,0
1,1,1,1,0
16,3,1,3,0
4,1,1,1,0
4,1,1,1,0
1,1,1,1,0
19,4,1,4,0
19,4,1,4,0
1,1,1,1,0
1,1,1,1,0
1,1,1,1,0
1,1,1,1,0
1,1,1,1,0
1,1,1,1,0
9,1,1,1,0
1,1,1,1,0
1,1,1,1,0
4,1,1,1,0
1,1,1,1,0
12,1,1,1,0
12,1,1,1,0
12,1,1,1,0
12,1,1,1,0
5,1,1,1,0
20,1,1,1,0
10,1,1,1,0
28,4,1,1,0
55,6,3,4,0
5,1,1,1,0
2,1,1,1,0
12,2,1,2,0
12,1,1,1,0
12,1,1,1,0
15,1,1,1,0
12,2,1,2,0
6,1,1,1,0
14,2,1,2,0
23,5,1,5,0
5,1,1,1,0
18,1,1,1,0
16,1,1,1,0
10,1,1,1,0
8,1,1,1,0
5,1,1,1,0
16,1,1,1,0
14,1,1,1,0
10,1,1,1,0
38,4,3,4,0
18,1,1,1,0
13,1,1,1,0
15,1,1,1,0
16,1,1,1,0
14,1,1,1,0
14,3,1,3,0
10,1,1,1,0
13,1,1,1,0
11,1,1,1,0
7,2,1,2,0
4,1,1,1,0
3,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
7,1,1,1,0
4,1,1,1,0
8,1,1,1,0
8,1,1,1,0
8,1,1,1,0
45,6,1,6,0
19,2,1,2,0
7,2,1,2,0
7,2,1,2,0
7,2,1,2,0
7,2,1,2,0
73,12,1,9,0
7,2,1,2,0
4,1,1,1,0
11,3,1,2,0
9,3,1,3,0
38,9,1,2,0
6,1,1,1,0
6,1,1,1,0
31,4,1,4,0
5,1,1,1,0
5,1,1,1,0
5,1,1,1,0
5,1,1,1,0
6,1,1,1,0
5,1,1,1,0
5,1,1,1,0
5,1,1,1,0
5,1,1,1,0
17,3,1,3,0
29,4,1,3,0
15,2,1,1,0
2,1,1,1,0
2,1,1,1,0
1,1,1,1,0
4,1,1,1,0
2,1,1,1,0
1,1,1,1,0
1,1,1,1,0
2,1,1,1,0
4,1,1,1,0
2,1,1,1,0
4,1,1,1,0
5,1,1,1,0
5,1,1,1,0
79,7,4,5,0
1,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
1,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
6,1,1,1,0
6,1,1,1,0
6,1,1,1,0
6,1,1,1,0
7,2,1,2,0
12,2,1,2,0
23,5,1,2,0
13,2,1,2,0
41,7,1,1,0
10,2,1,2,0
10,2,1,2,0
10,2,1,2,0
10,2,1,2,0
6,1,1,1,0
4,1,1,1,0
14,2,1,2,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
7,2,1,2,0
1,1,1,1,0
8,2,1,2,0
4,1,1,1,0
40,4,1,4,0
1,1,1,1,0
37,4,1,4,0
3,1,1,1,0
143,17,1,6,0
6,1,1,1,0
5,1,1,1,0
3,1,1,1,0
107,18,11,12,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
53,3,1,2,0
34,5,1,3,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
1,1,1,1,0
39,3,1,3,0
52,5,3,5,0
20,4,1,1,0
25,4,1,3,0
28,4,1,3,0
28,4,1,3,0
5,1,1,1,0
3,1,1,1,0
3,1,1,1,0
3,1,1,1,0
3,1,1,1,0
1,1,1,1,0
32,4,3,3,0
13,2,1,1,0
73,7,1,7,0
16,2,1,2,0
2,1,1,1,0
283,34,26,29,0
18,3,1,2,0
4,1,1,1,0
4,1,1,1,0
21,2,1,2,0
1,1,1,1,0
9,1,1,1,0
4,1,1,1,0
3,1,1,1,0
1,1,1,1,0
3,1,1,1,0
10,2,1,2,0
9,2,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
5,1,1,1,0
2,1,1,1,0
5,1,1,1,0
26,3,1,3,0
35,3,1,3,0
1,1,1,1,0
13,1,1,1,0
131,17,10,15,0
1,1,1,1,0
2,1,1,1,0
4,1,1,1,0
1,1,1,1,0
33,3,1,3,0
44,6,3,6,0
12,2,1,2,0
14,2,1,2,0
36,3,1,3,0
16,2,1,2,0
91,8,1,8,0
2,1,1,1,0
2,1,1,1,0
3,1,1,1,0
9,2,1,2,0
9,3,1,1,0
12,3,3,3,0
83,7,1,6,0
79,7,1,4,0
120,19,6,11,0
131,20,7,12,0
17,3,1,2,0
9,1,1,1,0
9,1,1,1,0
3,1,1,1,0
1,1,1,1,0
7,2,1,2,0
14,3,1,2,0
13,3,1,2,0
1,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
1,1,1,1,0
8,1,1,1,0
2,1,1,1,0
1,1,1,1,0
1,1,1,1,0
1,1,1,1,0
1,1,1,1,0
2,1,1,1,0
9,2,1,2,0
16,3,1,3,0
9,2,1,2,0
54,4,1,2,0
6,2,1,2,0
4,1,1,1,0
10,1,1,1,0
14,3,1,1,0
20,4,1,4,0
11,1,1,1,0
12,3,1,3,0
4,1,1,1,0
18,3,1,1,0
20,4,1,1,0
12,3,1,3,0
16,4,1,1,0
6,2,1,2,0
6,2,1,2,0
2,1,1,1,0
2,1,1,1,0
10,1,1,1,0
4,1,1,1,0
4,1,1,1,0
2,1,1,1,0
1,1,1,1,0
1,1,1,1,0
10,2,1,1,0
9,2,1,2,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
15,1,1,1,0
20,2,1,2,0
8,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
88,15,1,14,0
26,4,3,3,0
27,7,7,2,0
15,1,1,1,0
20,2,1,2,0
15,1,1,1,0
20,2,1,2,0
36,9,9,2,0
4,1,1,1,0
3,1,1,1,0
3,1,1,1,0
45,6,5,6,0
116,17,8,16,0
44,7,5,7,0
32,4,1,4,0
26,2,1,2,0
99,19,15,19,0
52,10,6,10,0
52,6,1,6,0
5,1,1,1,0
93,10,3,10,0
31,2,1,2,0
4,1,1,1,0
2,1,1,1,0
4,1,1,1,0
22,3,1,3,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
25,3,1,3,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
66,9,1,9,0
2,1,1,1,0
2,1,1,1,0
2,2,1,1,0
5,1,1,1,0
28,4,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
62,10,7,10,0
44,8,7,5,0
44,8,7,5,0
3,1,1,1,0
19,2,1,2,0
3,1,1,1,0
15,1,1,1,0
24,2,1,2,0
21,3,1,3,0
12,1,1,1,0
42,5,3,3,0
5,3,3,1,0
2,1,1,1,0
45,11,4,3,0
2,1,1,1,0
9,3,3,2,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
20,3,3,2,0
2,1,1,1,0
20,3,3,3,0
13,5,5,1,0
15,3,1,1,0
28,11,11,10,0
2,1,1,1,0
6,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
76,13,10,7,0
69,11,10,7,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
39,1,1,1,0
2,1,1,1,0
2,2,1,1,0
46,7,1,7,0
5,1,1,1,0
36,6,4,6,0
6,1,1,1,0
3,1,1,1,0
3,1,1,1,0
8,2,1,1,0
60,17,5,7,0
70,20,5,6,0
93,25,5,11,0
44,13,7,6,0
3,1,1,1,0
2,1,1,1,0
3,1,1,1,0
2,1,1,1,0
3,1,1,1,0
31,1,1,1,0
6,1,1,1,0
34,1,1,1,0
21,2,1,2,0
45,3,1,3,0
6,1,1,1,0
27,2,1,2,0
48,10,8,4,0
6,1,1,1,0
27,3,1,3,0
27,1,1,1,0
37,1,1,1,0
6,1,1,1,0
26,2,1,2,0
15,2,1,2,0
6,1,1,1,0
4,1,1,1,0
9,1,1,1,0
4,1,1,1,0
5,1,1,1,0
2,1,1,1,0
4,1,1,1,0
3,1,1,1,0
3,1,1,1,0
131,18,1,18,0
15,1,1,1,0
20,2,1,2,0
15,2,1,2,0
20,2,1,2,0
15,1,1,1,0
15,2,1,2,0
17,2,1,2,0
9,1,1,1,0
1,1,1,1,0
15,1,1,1,0
15,1,1,1,0
19,2,1,2,0
1,1,1,1,0
15,1,1,1,0
2,1,1,1,0
38,3,1,3,0
44,5,3,4,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
4,1,1,1,0
27,1,1,1,0
6,1,1,1,0
29,2,1,2,0
38,1,1,1,0
23,2,1,2,0
15,2,1,2,0
27,2,1,2,0
26,1,1,1,0
24,1,1,1,0
6,1,1,1,0
23,2,1,2,0
21,2,1,2,0
15,2,1,2,0
26,2,1,2,0
13,1,1,1,0
15,2,1,2,0
4,1,1,1,0
4,1,1,1,0
10,1,1,1,0
3,1,1,1,0
4,1,1,1,0
3,1,1,1,0
7,3,1,3,0
3,1,1,1,0
4,1,1,1,0
3,1,1,1,0
7,3,1,3,0
3,1,1,1,0
3,1,1,1,0
59,11,1,11,0
66,6,1,6,0
26,1,1,1,0
17,3,3,3,0
34,9,7,6,0
25,3,1,3,0
12,1,1,1,0
63,7,6,7,0
17,2,1,2,0
61,7,6,7,0
16,2,1,2,0
19,2,1,2,0
11,1,1,1,0
19,2,1,2,0
19,2,1,2,0
18,2,1,2,0
39,4,3,4,0
60,10,1,10,0
17,3,3,3,0
13,2,1,2,0
13,2,1,2,0
23,6,4,5,0
149,25,19,25,0
25,1,1,1,0
41,5,3,5,0
5,1,1,1,0
3,1,1,1,0
12,1,1,1,0
2,1,1,1,0
2,1,1,1,0
37,5,3,5,0
2,1,1,1,0
2,1,1,1,0
8,1,1,1,0
32,4,3,4,0
2,1,1,1,0
13,1,1,1,0
37,5,3,5,0
2,1,1,1,0
11,1,1,1,0
2,1,1,1,0
33,4,3,4,0
13,1,1,1,0
16,3,1,3,0
2,1,1,1,0
4,1,1,1,0
30,1,1,1,0
4,1,1,1,0
6,1,1,1,0
6,1,1,1,0
62,11,11,11,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
1,1,1,1,0
1,1,1,1,0
1,1,1,1,0
1,1,1,1,0
1,1,1,1,0
1,1,1,1,0
1,1,1,1,0
1,1,1,1,0
1,1,1,1,0
25,3,1,3,0
25,3,1,3,0
25,3,1,3,0
25,3,1,3,0
25,3,1,3,0
1,1,1,1,0
1,1,1,1,0
1,1,1,1,0
1,1,1,1,0
1,1,1,1,0
1,1,1,1,0
42,5,3,4,0
49,5,3,4,0
48,5,3,5,0
42,5,3,4,0
1,1,1,1,0
1,1,1,1,0
8,1,1,1,0
136,19,9,18,0
2,1,1,1,0
2,1,1,1,0
123,21,13,21,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
4,1,1,1,0
2,1,1,1,0
4,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
59,11,8,11,0
91,17,10,17,0
49,5,1,5,0
77,13,8,13,0
76,14,8,14,0
54,9,1,9,0
57,10,1,10,0
7,1,1,1,0
92,10,3,10,0
63,12,1,12,0
48,8,1,8,0
65,12,1,12,0
18,4,4,3,0
46,5,1,5,0
7,1,1,1,0
43,4,1,4,0
32,2,1,2,0
22,2,1,2,0
15,1,1,1,0
15,1,1,1,0
15,1,1,1,0
57,8,1,8,0
52,7,1,7,0
1,1,1,1,0
4,1,1,1,0
14,1,1,1,0
14,1,1,1,0
13,1,1,1,0
14,1,1,1,0
9,1,1,1,0
23,3,1,3,0
23,3,1,3,0
17,2,1,2,0
31,5,3,4,0
17,2,1,2,0
8,2,1,2,0
5,2,1,1,0
3,1,1,1,0
3,1,1,1,0
3,1,1,1,0
3,1,1,1,0
12,2,1,2,0
3,1,1,1,0
59,7,7,6,0
53,6,4,5,0
28,3,1,3,0
6,1,1,1,0
62,7,7,6,0
6,1,1,1,0
50,4,3,4,0
131,9,7,7,0
2,1,1,1,0
91,9,4,8,0
4,1,1,1,0
49,8,3,7,0
63,5,1,5,0
131,9,7,7,0
21,2,1,2,0
9,1,1,1,0
34,5,4,4,0
6,1,1,1,0
2,1,1,1,0
56,7,1,5,0
17,2,1,2,0
65,7,7,6,0
29,4,1,3,0
10,1,1,1,0
2,1,1,1,0
1,1,1,1,0
4,1,1,1,0
4,1,1,1,0
2,1,1,1,0
2,1,1,1,0
6,1,1,1,0
4,1,1,1,0
4,1,1,1,0
25,2,1,2,0
7,1,1,1,0
2,1,1,1,0
2,1,1,1,0
72,7,5,6,0
45,3,1,3,0
1,1,1,1,0
1,1,1,1,0
7,1,1,1,0
1,1,1,1,0
2,1,1,1,0
41,2,1,2,0
5,1,1,1,0
30,3,1,3,0
53,5,5,3,0
123,15,9,12,0
2,1,1,1,0
6,1,1,1,0
1,1,1,1,0
44,5,4,5,0
13,1,1,1,0
13,1,1,1,0
44,5,4,5,0
6,1,1,1,0
7,1,1,1,0
118,19,7,16,0
65,7,5,7,0
129,22,16,17,0
7,1,1,1,0
44,5,4,5,0
14,1,1,1,0
6,1,1,1,0
2,2,1,1,0
2,1,1,1,0
2,2,1,1,0
58,5,3,4,0
4,1,1,1,0
75,10,5,9,0
95,18,13,14,0
18,2,1,2,0
6,1,1,1,0
2,1,1,1,0
47,7,6,5,0
10,1,1,1,0
2,1,1,1,0
2,1,1,1,0
2,1,1,1,0
27,2,1,2,0
27,2,1,2,0
27,2,1,2,0
36,5,1,5,0
38,4,4,4,0
81,7,1,6,0
26,2,1,2,0
8,1,1,1,0
71,10,8,10,0
70,10,8,10,0
