loc,v(g),ev(g),iv(g),defects
4,1,1,1,0
4,1,1,1,0
20,4,3,3,0
2,1,1,1,0
9,1,1,1,0
9,1,1,1,0
54,7,3,7,0
6,1,1,1,0
4,1,1,1,0
94,6,1,6,0
109,8,1,8,0
16,4,3,2,0
1,1,1,1,0
55,10,1,6,0
149,30,16,27,1
133,21,9,12,1
130,14,6,11,1
120,18,16,12,1
1275,180,125,143,1
107,9,4,7,1
105,16,14,11,1
517,86,35,46,1
102,14,1,10,1
102,21,8,10,1
97,7,3,6,1
275,24,18,21,1
89,13,6,7,1
80,19,9,12,1
76,9,5,6,1
148,16,8,11,1
143,26,13,21,1
140,22,17,18,1
70,5,1,5,1
67,5,1,5,1
63,8,7,7,1
61,4,1,3,1
61,8,7,7,1
60,9,5,5,1
59,9,5,6,1
59,7,7,5,1
57,8,8,8,1
56,4,1,4,1
110,12,10,12,1
54,4,1,3,1
269,47,8,31,1
52,7,1,4,1
51,6,4,6,1
101,11,4,8,1
99,9,5,5,1
194,23,1,11,1
94,20,17,15,1
46,7,1,4,1
46,3,1,2,1
137,19,5,16,1
91,8,7,7,1
591,87,34,61,1
45,9,6,7,1
42,3,1,3,1
42,4,1,3,1
122,6,5,5,1
80,8,1,6,1
76,10,4,7,1
72,12,5,6,1
36,5,1,2,1
143,14,6,10,1
70,11,1,9,1
35,5,1,4,1
104,17,5,11,1
34,6,6,6,1
102,10,8,9,1
33,6,1,3,1
63,5,1,4,1
61,7,1,4,1
58,4,1,3,1
113,14,8,12,1
139,32,16,10,1
55,4,1,3,1
210,5,1,3,1
72,4,1,4,1
24,1,1,1,1
118,3,1,2,1
227,27,7,16,1
45,9,1,4,1
112,19,11,15,1
44,2,1,2,1
43,3,1,3,1
43,6,5,5,1
39,7,1,4,1
58,10,5,6,1
37,8,1,4,1
18,2,1,2,1
49,4,1,4,1
65,6,1,6,1
32,6,1,6,1
15,2,1,1,1
88,10,6,6,1
29,1,1,1,1
14,3,1,2,1
14,2,1,2,1
14,3,1,3,1
81,7,1,7,1
13,2,1,1,1
37,2,1,2,1
12,2,1,1,1
11,3,1,2,1
10,2,1,2,1
8,1,1,1,1
8,1,1,1,1
14,3,1,1,1
6,2,1,1,1
4,1,1,1,1
4,1,1,1,1
4,1,1,1,1
4,1,1,1,1
3,1,1,1,1
