loc,v(g),ev(g),iv(g),defects
9,3,1,2,0
5,1,1,1,0
3,3,1,2,0
9,1,1,1,0
31,7,5,4,0
37,14,5,1,0
50,10,5,7,0
13,1,1,1,0
76,8,1,4,0
31,3,1,1,0
79,23,1,22,0
12,2,1,2,0
5,1,1,1,0
44,6,1,3,0
7,2,1,2,0
8,2,1,2,0
14,5,3,3,0
4,3,3,3,0
88,36,15,24,0
31,7,5,4,0
40,7,3,6,0
11,4,1,2,0
21,6,5,6,0
28,7,5,7,0
50,3,1,2,0
9,1,1,1,0
33,6,5,4,0
21,2,1,2,0
106,48,1,2,0
6,2,1,1,0
12,4,1,1,0
6,1,1,1,0
50,20,12,7,0
31,7,5,4,0
49,1,1,1,0
55,15,1,14,0
21,6,5,6,0
76,8,1,4,0
29,1,1,1,0
34,5,1,5,0
16,4,1,3,0
5,2,1,1,0
20,10,1,6,0
9,2,1,2,0
10,4,1,1,0
13,2,1,1,0
40,3,1,2,0
5,1,1,1,0
21,6,5,6,0
9,1,1,1,0
23,1,1,1,0
12,2,1,1,0
36,5,1,5,0
54,11,1,7,0
6,2,1,2,0
152,53,1,43,0
20,7,4,3,0
23,1,1,1,0
49,6,3,4,0
21,6,5,6,0
16,2,1,2,0
22,4,1,4,0
42,5,1,5,0
18,1,1,1,0
16,6,1,1,0
4,2,1,2,0
51,12,10,9,0
60,13,12,2,0
77,12,1,7,0
23,6,1,1,0
18,3,3,2,0
19,5,1,4,0
27,6,1,5,0
12,3,1,3,0
30,6,1,3,0
89,20,12,10,0
10,5,1,2,0
6,1,1,1,0
50,19,11,12,0
11,1,1,1,0
11,2,1,2,0
5,1,1,1,0
122,15,1,2,0
39,6,3,4,0
3,1,1,1,0
27,5,1,3,0
12,3,1,3,0
5,1,1,1,0
130,31,23,13,0
84,14,9,8,0
42,2,1,2,0
24,6,4,4,0
4,1,1,1,0
12,7,1,4,0
17,3,1,3,0
118,21,14,10,0
9,2,1,2,0
39,6,3,4,0
5,1,1,1,0
69,11,1,7,0
67,11,5,4,0
5,1,1,1,0
4,2,1,1,0
28,4,1,2,0
3,1,1,1,0
6,2,1,2,0
34,6,6,6,0
63,20,13,2,0
22,4,1,2,0
11,2,1,1,0
49,6,3,4,0
8,2,1,2,0
13,3,1,1,0
20,2,1,2,0
12,2,1,2,0
4,2,1,2,0
5,2,1,2,0
29,9,9,5,0
76,21,3,2,0
45,11,8,3,0
18,3,3,2,0
12,1,1,1,0
28,7,3,2,0
20,2,1,2,0
22,1,1,1,0
8,2,1,2,0
12,2,1,1,0
4,1,1,1,0
46,14,7,11,0
17,3,1,3,0
76,16,3,4,0
11,5,5,3,0
5,1,1,1,0
22,3,3,2,0
39,6,3,4,0
29,9,9,5,0
14,2,1,1,0
14,3,3,2,0
14,1,1,1,0
20,3,1,2,0
20,3,1,1,0
33,9,4,5,0
20,1,1,1,0
17,3,1,3,0
15,3,1,3,0
15,3,3,1,0
39,6,3,4,0
42,11,1,2,0
11,2,1,2,0
22,3,1,1,0
13,1,1,1,0
7,1,1,1,0
8,3,1,3,0
10,5,5,5,0
0,1,1,1,0
88,34,15,22,0
17,3,1,3,0
10,3,1,3,0
12,3,1,3,0
15,3,3,1,0
11,2,1,1,0
84,14,1,6,0
19,4,1,4,0
20,4,1,4,0
91,15,1,15,0
5,1,1,1,0
10,2,1,1,0
48,5,1,5,0
10,3,1,2,0
42,15,10,8,0
5,1,1,1,0
11,2,1,2,0
10,3,1,1,0
3,1,1,1,0
13,2,1,2,0
83,20,15,7,0
45,11,8,3,0
19,4,1,4,0
7,1,1,1,0
13,2,1,2,0
13,1,1,1,0
0,1,1,1,0
20,5,1,4,0
11,2,1,2,0
7,3,1,1,0
3,1,1,1,0
7,1,1,1,0
83,20,15,7,0
22,3,3,2,0
13,2,1,2,0
7,2,1,1,0
51,8,5,4,0
5,1,1,1,0
18,8,3,5,0
4,1,1,1,0
20,4,1,4,0
15,7,7,1,0
3,1,1,1,0
35,2,1,1,0
3,1,1,1,0
15,3,3,1,0
17,2,1,2,0
18,7,1,3,0
61,10,5,2,0
10,2,1,1,0
13,4,3,2,0
6,1,1,1,0
22,5,5,4,0
6,2,1,1,0
3,1,1,1,0
13,2,1,2,0
3,1,1,1,0
15,3,3,1,0
10,5,5,5,0
10,1,1,1,0
141,57,42,43,0
22,5,5,4,0
3,1,1,1,0
23,7,7,4,0
5,1,1,1,0
83,20,15,7,0
40,7,1,3,0
21,6,6,2,0
45,10,3,8,0
18,6,6,3,0
5,1,1,1,0
20,4,1,4,0
83,20,15,7,0
5,2,1,2,0
8,1,1,1,0
71,23,19,19,0
14,3,1,3,0
5,1,1,1,0
20,3,1,3,0
3,1,1,1,0
8,4,3,1,0
14,2,1,1,0
8,1,1,1,0
3,2,1,2,0
62,18,12,11,0
22,3,1,3,0
5,1,1,1,0
3,1,1,1,0
10,4,3,1,0
13,2,1,1,0
5,1,1,1,0
35,16,11,6,0
12,1,1,1,0
12,2,1,2,0
41,11,1,4,0
14,2,1,2,0
18,1,1,1,0
5,1,1,1,0
26,7,1,3,0
11,1,1,1,0
19,9,9,1,0
6,2,1,2,0
5,1,1,1,0
9,2,1,1,0
8,2,1,1,0
83,13,1,7,0
10,4,1,2,0
140,43,18,27,0
5,1,1,1,0
22,3,1,3,0
21,5,1,1,0
22,2,1,2,0
13,7,6,5,0
4,1,1,1,0
12,3,1,2,0
12,2,1,2,0
18,1,1,1,0
43,13,12,7,0
5,1,1,1,0
3,1,1,1,0
7,2,1,2,0
5,2,1,2,0
13,1,1,1,0
15,3,1,3,0
7,1,1,1,0
36,6,1,6,0
7,2,1,2,0
3,1,1,1,0
11,1,1,1,0
19,6,6,4,0
63,47,5,1,0
8,1,1,1,0
3,1,1,1,0
33,4,1,4,0
10,2,1,1,0
3,1,1,1,0
5,1,1,1,0
9,4,4,1,0
82,26,22,16,0
15,3,1,3,0
6,1,1,1,0
12,2,1,2,0
24,8,7,2,0
6,3,1,2,0
144,25,19,22,0
61,11,8,11,0
10,3,1,2,0
15,3,1,3,0
7,1,1,1,0
7,1,1,1,0
32,7,6,3,0
20,7,1,1,0
4,2,1,2,0
7,7,7,1,0
10,3,1,2,0
6,1,1,1,0
14,4,1,1,0
7,2,1,1,0
14,1,1,1,0
23,1,1,1,0
6,1,1,1,0
39,5,1,5,0
6,1,1,1,0
7,1,1,1,0
70,16,5,8,0
23,1,1,1,0
72,26,13,1,0
22,1,1,1,0
7,1,1,1,0
9,2,1,1,0
83,13,7,8,0
6,1,1,1,0
9,3,1,3,0
20,2,1,1,0
8,1,1,1,0
22,8,7,2,0
18,5,1,2,0
6,1,1,1,0
6,1,1,1,0
8,3,1,3,0
0,1,1,1,0
10,3,3,1,0
11,1,1,1,0
13,1,1,1,0
21,5,1,5,0
5,1,1,1,0
7,3,1,3,0
5,3,1,3,0
8,3,3,2,0
11,1,1,1,0
22,1,1,1,0
5,1,1,1,0
69,49,1,4,0
16,1,1,1,0
25,4,1,1,0
54,8,4,7,0
5,1,1,1,0
6,3,3,2,0
50,21,9,6,0
7,3,1,2,0
20,4,1,3,0
18,5,5,1,0
3,1,1,1,0
44,8,6,8,0
21,3,1,3,0
6,1,1,1,0
19,6,3,2,0
117,27,13,1,0
21,8,5,6,0
5,1,1,1,0
8,3,1,3,0
46,12,6,1,0
32,6,1,4,0
6,1,1,1,0
11,1,1,1,0
81,19,1,18,0
15,3,1,3,0
4,1,1,1,0
13,3,3,3,0
9,1,1,1,0
4,1,1,1,0
3,1,1,1,0
21,5,3,3,0
9,2,1,2,0
5,1,1,1,0
32,5,1,1,0
13,2,1,2,0
22,6,1,4,0
4,1,1,1,0
15,2,1,1,0
23,7,7,4,0
4,1,1,1,0
33,6,3,3,0
17,3,1,3,0
9,2,1,2,0
12,3,1,1,0
16,3,1,2,0
4,1,1,1,0
13,4,4,1,0
22,5,3,1,0
4,1,1,1,0
12,3,1,2,0
12,2,1,1,0
6,1,1,1,0
3,1,1,1,0
6,1,1,1,0
11,5,4,1,0
3,1,1,1,0
23,7,7,4,0
15,3,1,3,0
12,4,3,2,0
27,7,1,3,0
10,1,1,1,0
34,9,1,9,0
21,4,1,2,0
17,2,1,1,0
24,6,6,4,0
3,1,1,1,0
16,3,1,2,0
14,3,1,1,0
12,2,1,2,0
17,2,1,2,0
10,1,1,1,0
14,3,1,2,0
6,1,1,1,0
14,4,1,2,0
17,3,1,1,0
16,2,1,1,0
19,3,1,1,0
3,1,1,1,0
15,1,1,1,0
20,3,1,2,0
10,1,1,1,0
7,4,4,1,0
18,2,1,1,0
6,1,1,1,0
11,5,3,1,0
12,3,1,3,0
7,3,1,1,0
11,3,1,3,0
12,4,3,3,0
11,2,1,1,0
19,3,1,1,0
199,58,1,2,0
23,6,6,1,0
13,4,1,4,0
11,2,1,1,0
3,1,1,1,0
4,1,1,1,0
45,12,6,6,0
11,1,1,1,0
7,1,1,1,0
3,1,1,1,0
39,6,1,3,0
6,2,1,1,0
10,1,1,1,0
11,4,1,4,0
7,1,1,1,0
13,3,1,3,0
6,3,3,3,0
11,5,3,4,0
45,1,1,1,0
7,3,1,3,0
11,8,7,2,0
6,2,1,1,0
22,8,8,1,0
7,3,1,3,0
8,7,6,1,0
7,2,1,1,0
7,1,1,1,0
4,1,1,1,0
31,1,1,1,0
14,3,1,2,0
14,6,6,4,0
6,4,4,2,0
10,2,1,2,0
6,1,1,1,0
12,4,1,2,0
9,6,5,2,0
20,7,7,4,0
3,1,1,1,0
17,7,1,3,0
5,2,1,2,0
6,2,1,2,0
12,4,1,2,0
9,6,3,3,0
28,6,6,3,0
12,4,1,2,0
11,6,5,1,0
29,5,1,5,0
14,3,1,2,0
8,5,1,5,0
11,7,6,5,0
19,7,7,4,0
12,2,1,1,0
11,7,1,3,0
27,19,17,3,0
30,5,3,3,0
44,8,3,3,0
31,4,1,3,0
7,3,3,2,0
4,1,1,1,0
7,4,4,2,0
35,6,1,1,0
12,6,6,2,0
3,1,1,1,0
12,6,6,2,0
36,7,1,7,0
5,1,1,1,0
10,3,1,1,0
3,1,1,1,0
8,3,3,2,0
9,1,1,1,0
123,1,1,1,0
7,3,3,2,0
10,2,1,1,0
5,1,1,1,0
18,5,1,1,0
5,1,1,1,0
6,1,1,1,0
12,2,1,1,0
16,9,9,1,0
6,1,1,1,0
6,1,1,1,0
12,4,1,1,0
5,1,1,1,0
3,1,1,1,0
8,2,1,1,0
5,3,1,2,0
30,13,1,13,0
17,8,1,1,0
8,4,3,3,0
37,15,14,15,0
10,3,1,1,0
13,10,6,5,0
12,1,1,1,0
9,2,1,2,0
11,1,1,1,0
31,9,3,2,0
19,5,1,5,0
5,1,1,1,0
0,1,1,1,0
4,1,1,1,0
19,5,1,5,0
6,4,4,1,0
8,5,4,4,0
11,5,3,1,0
9,2,1,2,0
18,6,6,2,0
6,3,1,1,0
24,11,11,5,0
3,1,1,1,0
3,1,1,1,0
0,1,1,1,0
5,1,1,1,0
10,1,1,1,0
13,4,1,1,0
10,1,1,1,0
24,5,1,4,0
6,2,1,1,0
74,16,1,5,0
27,7,6,7,0
12,1,1,1,0
13,3,1,3,0
14,2,1,2,0
7,2,1,1,0
21,10,7,5,0
17,4,1,3,0
6,3,1,1,0
21,11,3,3,0
8,1,1,1,0
10,3,3,2,0
7,1,1,1,0
7,2,1,1,0
24,5,5,5,0
8,3,1,1,0
29,7,3,2,0
6,2,1,1,0
10,3,3,2,0
91,34,17,30,0
14,4,3,1,0
11,4,3,2,0
4,1,1,1,0
5,3,3,1,0
21,4,1,2,0
9,2,1,2,0
48,13,11,13,0
34,8,1,4,0
8,3,1,2,0
21,4,1,2,0
27,9,5,2,0
11,2,1,2,0
0,1,1,1,0
16,4,1,1,0
75,54,25,24,0
12,3,3,1,0
17,6,6,3,0
22,6,1,1,0
16,5,1,1,0
24,1,1,1,0
18,3,3,2,0
45,12,7,9,0
31,14,1,14,0
14,6,4,2,0
4,2,1,1,0
14,4,1,1,0
11,5,1,3,0
11,2,1,1,0
6,5,5,1,0
3,1,1,1,0
11,3,1,1,0
5,1,1,1,0
48,10,8,1,0
52,25,25,1,0
4,1,1,1,0
10,4,1,3,0
21,4,1,1,0
10,3,1,3,0
5,1,1,1,0
30,11,6,3,0
4,1,1,1,0
6,1,1,1,0
8,2,1,2,0
15,1,1,1,0
18,4,3,2,0
35,6,4,5,0
15,1,1,1,0
67,37,18,18,0
16,9,9,2,0
12,10,1,9,0
11,8,7,1,0
21,5,1,4,0
11,5,5,1,0
17,8,3,2,0
5,2,1,1,0
11,3,1,1,0
7,3,1,1,0
4,1,1,1,0
77,21,11,20,0
4,2,1,2,0
21,7,1,4,0
22,3,1,3,0
36,17,14,7,0
18,5,1,2,0
23,6,5,2,0
9,4,4,1,0
15,3,3,1,0
9,1,1,1,0
19,9,9,4,0
26,4,1,1,0
13,3,1,1,0
10,4,3,3,0
5,2,1,1,0
39,16,6,4,0
17,5,1,4,0
10,3,3,2,0
13,2,1,1,0
8,3,3,2,0
9,2,1,1,0
10,2,1,2,0
13,7,7,1,0
12,2,1,1,0
9,4,3,2,0
11,5,5,1,0
11,4,4,3,0
5,3,3,1,0
22,7,4,7,0
17,7,6,6,0
65,35,19,11,0
9,4,3,2,0
6,2,1,1,0
7,1,1,1,0
8,1,1,1,0
9,1,1,1,0
8,3,3,2,0
5,2,1,2,0
27,6,4,2,0
11,1,1,1,0
3,1,1,1,0
10,7,1,3,0
13,4,1,3,0
7,3,3,2,0
5,3,3,1,0
17,7,6,6,0
29,11,5,3,0
8,4,1,4,0
5,3,1,2,0
23,10,1,9,0
103,28,14,13,0
15,2,1,2,0
38,16,7,9,0
5,2,1,1,0
36,19,11,6,0
10,5,3,1,0
7,3,1,1,0
5,2,1,1,0
10,4,1,1,0
7,6,5,1,0
8,2,1,1,0
19,8,6,1,0
4,1,1,1,0
7,2,1,2,0
6,4,4,1,0
10,5,5,1,0
5,3,3,1,0
18,8,5,5,0
26,18,13,6,0
