,loc,v(g),ev(g),iv(g),defects
163,6,1,1,1,0
164,6,1,1,1,0
165,6,1,1,1,0
166,11,1,1,1,0
167,23,4,1,4,0
168,17,1,1,1,0
169,60,13,1,6,0
170,32,5,1,3,0
171,16,3,3,1,0
172,42,2,1,2,0
173,6,1,1,1,0
174,14,2,1,1,0
175,27,3,1,1,0
176,8,1,1,1,0
177,7,1,1,1,0
178,31,5,1,1,0
179,8,1,1,1,0
180,11,1,1,1,0
181,6,1,1,1,0
182,13,2,1,1,0
183,6,1,1,1,0
184,22,2,1,2,0
185,29,7,5,2,0
186,9,1,1,1,0
187,16,4,4,1,0
188,92,15,15,15,0
189,18,4,4,1,0
190,36,6,1,6,0
191,5,1,1,1,0
192,22,3,1,3,0
193,3,1,1,1,0
194,7,2,1,1,0
195,3,1,1,1,0
196,7,1,1,1,0
197,9,3,1,1,0
198,11,3,1,1,0
199,4,1,1,1,0
200,3,1,1,1,0
201,30,4,1,2,0
202,5,1,1,1,0
203,16,4,1,2,0
204,5,1,1,1,0
205,15,4,1,2,0
206,40,10,1,8,0
207,5,1,1,1,0
208,5,1,1,1,0
209,12,2,1,1,0
210,5,1,1,1,0
211,44,6,1,4,0
212,31,5,1,5,0
213,22,6,1,3,0
214,20,4,1,4,0
215,27,6,3,5,0
216,6,1,1,1,0
217,25,2,1,2,0
218,10,2,1,1,0
219,10,2,1,1,0
220,5,1,1,1,0
221,14,3,1,2,0
222,20,4,1,4,0
223,28,7,5,5,0
224,3,1,1,1,0
225,45,12,5,8,0
226,7,2,1,2,0
227,7,2,1,2,0
228,7,2,1,2,0
229,7,2,1,2,0
230,7,2,1,2,0
231,7,2,1,2,0
232,7,2,1,2,0
233,11,2,1,1,0
234,11,2,1,1,0
235,27,8,4,6,0
236,10,2,1,2,0
237,9,2,1,1,0
238,9,2,1,1,0
239,20,3,1,1,0
240,98,10,10,7,0
241,172,25,15,24,0
242,6,1,1,1,0
243,43,4,1,4,0
244,36,2,1,2,0
245,21,4,1,3,0
246,6,1,1,1,0
247,5,1,1,1,0
248,5,1,1,1,0
249,8,1,1,1,0
250,6,1,1,1,0
251,16,4,1,2,0
252,14,3,1,3,0
253,88,19,9,9,0
254,29,4,1,3,0
255,60,21,5,15,0
256,52,10,3,6,0
257,7,1,1,1,0
258,8,1,1,1,0
259,20,1,1,1,0
260,29,6,1,6,0
261,9,1,1,1,0
262,15,4,4,2,0
263,14,2,1,1,0
264,22,3,1,1,0
265,63,15,4,3,0
266,9,2,1,1,0
267,9,2,1,1,0
268,17,4,1,2,0
269,9,3,3,1,0
270,10,2,1,1,0
271,3,1,1,1,0
272,9,5,5,1,0
273,101,19,9,8,0
274,29,8,1,6,0
275,22,6,5,4,0
276,106,13,1,11,0
277,21,3,1,3,0
278,10,2,1,2,0
279,17,3,1,3,0
280,13,3,1,3,0
281,4,1,1,1,0
282,49,13,8,6,0
283,49,13,8,6,0
284,55,14,9,5,0
285,55,14,9,5,0
286,17,5,4,2,0
287,17,5,4,2,0
288,20,5,4,2,0
289,20,5,4,2,0
290,30,9,9,2,0
291,45,15,15,2,0
292,20,6,6,2,0
293,41,10,7,2,0
294,25,8,8,1,0
295,22,5,1,2,0
296,41,4,1,4,0
297,48,6,5,4,0
298,24,9,1,8,0
299,25,4,1,3,0
300,176,23,15,17,0
301,10,2,1,2,0
302,66,9,4,7,0
303,32,4,1,3,0
304,18,2,1,2,0
305,3,1,1,1,0
306,14,3,3,2,0
307,29,4,3,3,0
308,104,18,13,7,0
309,68,12,5,7,0
310,7,1,1,1,0
311,21,4,1,4,0
312,10,2,1,1,0
313,19,3,1,3,0
314,7,1,1,1,0
315,8,1,1,1,0
316,8,1,1,1,0
317,8,1,1,1,0
318,19,2,1,1,0
319,10,2,1,1,0
320,11,1,1,1,0
321,9,1,1,1,0
322,7,1,1,1,0
323,8,1,1,1,0
324,15,2,1,1,0
325,10,2,1,2,0
326,6,1,1,1,0
327,44,6,1,6,0
328,8,1,1,1,0
329,15,2,1,1,0
330,7,1,1,1,0
331,6,1,1,1,0
332,15,3,1,3,0
333,70,13,7,9,0
334,24,4,1,4,0
335,6,1,1,1,0
336,12,3,1,2,0
337,5,1,1,1,0
338,8,1,1,1,0
339,9,2,1,1,0
340,9,2,1,1,0
341,19,4,1,4,0
342,6,1,1,1,0
343,25,6,1,6,0
344,19,3,1,3,0
345,76,16,10,11,0
346,35,5,1,5,0
347,8,3,1,2,0
348,14,1,1,1,0
349,7,1,1,1,0
350,27,5,1,4,0
351,20,3,1,2,0
352,27,6,1,2,0
353,25,5,1,4,0
354,423,96,27,63,0
355,30,5,1,5,0
356,10,4,1,3,0
357,49,16,10,3,0
358,85,32,12,10,0
359,8,7,1,1,0
360,50,15,9,1,0
361,165,29,27,22,0
362,17,2,1,2,0
363,15,4,1,4,0
364,61,11,7,10,0
365,63,12,3,10,0
366,16,3,1,3,0
367,49,13,1,13,0
368,52,14,1,14,0
369,42,7,1,7,0
370,62,13,9,10,0
371,65,13,3,10,0
372,75,17,9,11,0
373,8,2,1,1,0
374,8,2,1,1,0
375,3,1,1,1,0
376,4,1,1,1,0
377,15,4,3,1,0
378,8,2,1,1,0
379,9,2,1,2,0
380,13,3,1,2,0
381,3,1,1,1,0
382,4,1,1,1,0
383,6,1,1,1,0
384,6,1,1,1,0
385,15,2,1,1,0
386,9,1,1,1,0
387,9,1,1,1,0
388,20,1,1,1,0
389,7,1,1,1,0
390,3,1,1,1,0
391,3,1,1,1,0
392,6,2,1,2,0
393,7,1,1,1,0
394,3,1,1,1,0
395,3,1,1,1,0
396,6,2,1,2,0
397,2,1,1,1,0
398,2,1,1,1,0
399,3,1,1,1,0
400,4,1,1,1,0
401,9,2,1,1,0
402,16,1,1,1,0
403,5,1,1,1,0
404,4,1,1,1,0
405,5,1,1,1,0
406,9,2,1,1,0
407,18,3,1,1,0
408,38,10,4,4,0
409,14,6,5,1,0
410,47,13,3,2,0
411,11,2,1,1,0
412,11,2,1,1,0
413,11,2,1,1,0
414,21,4,4,4,0
415,23,4,4,4,0
416,13,3,1,3,0
417,21,3,1,3,0
418,21,3,1,3,0
419,22,4,4,3,0
420,41,8,6,6,0
421,22,4,3,2,0
422,9,3,3,1,0
423,50,10,10,9,0
424,29,10,10,8,0
425,50,10,10,9,0
426,29,19,1,8,0
427,29,7,5,2,0
428,9,1,1,1,0
429,16,4,4,1,0
430,9,1,1,1,0
431,6,1,1,1,0
432,30,7,3,4,0
433,14,2,1,2,0
434,56,22,1,12,0
435,21,3,1,3,0
436,14,1,1,1,0
437,7,1,1,1,0
438,16,3,3,1,0
439,22,3,1,3,0
440,27,4,1,3,0
441,3,1,1,1,0
442,7,2,1,1,0
443,3,1,1,1,0
444,7,1,1,1,0
445,9,3,1,1,0
446,11,3,1,1,0
447,4,1,1,1,0
448,3,1,1,1,0
449,12,3,1,1,0
450,31,4,1,2,1
451,29,5,1,3,1
452,71,10,8,9,1
453,15,2,1,2,1
454,33,6,1,5,1
455,92,4,1,4,1
456,44,7,1,7,1
457,143,13,1,12,1
458,196,37,21,26,1
459,12,1,1,1,1
460,12,1,1,1,1
461,133,30,1,26,1
462,28,3,1,2,1
463,91,20,9,4,1
464,41,4,3,3,1
465,149,20,1,18,1
466,411,73,30,41,1
467,121,15,3,12,1
468,130,20,9,10,1
469,79,12,4,6,1
470,57,9,1,7,1
471,49,7,1,5,1
472,58,10,5,1,1
473,28,3,1,3,1
474,13,3,1,3,1
475,71,8,1,7,1
476,22,2,1,2,1
477,22,5,5,3,1
478,59,7,1,7,1
479,19,1,1,1,1
480,89,24,9,19,1
481,32,4,1,4,1
482,74,11,11,9,1
483,32,4,1,4,1
484,107,18,9,10,1
485,7,1,1,1,1
486,19,3,1,1,1
487,18,3,1,3,1
488,22,3,1,3,1
489,20,3,1,3,1
490,8,1,1,1,1
491,44,8,4,7,1
492,91,18,7,16,1
493,47,3,1,3,1
494,24,4,3,3,1
495,82,11,3,10,1
496,10,2,1,1,1
497,28,6,5,5,1
498,1,1,1,1,0
499,1,1,1,1,1
500,72,7,1,6,1
501,190,3,1,3,1
502,37,4,1,4,1
503,31,2,1,2,1
504,78,9,5,4,1
505,8,1,1,1,1
506,24,2,1,2,1
507,143,22,20,10,1
508,73,10,4,6,1
509,83,11,10,7,1
510,12,3,1,1,1
511,48,4,1,4,1
512,68,8,1,5,1
513,138,22,10,8,1
514,10,1,1,1,1
515,250,49,34,16,1
516,77,8,1,1,1
517,85,9,1,7,1
518,110,17,13,8,1
519,49,6,6,3,1
520,187,35,26,16,1
521,27,6,6,3,1
522,38,8,1,3,1
523,294,43,33,24,1
524,29,3,1,3,1
525,160,5,4,3,1
526,94,16,9,5,1
527,48,3,1,3,1
528,14,2,1,2,1
529,32,6,4,4,1
530,11,1,1,1,1
531,20,3,1,1,1
532,39,1,1,1,1
533,63,21,21,8,1
534,78,6,1,5,1
535,209,26,17,19,1
536,6,2,1,1,1
537,44,13,13,7,1
538,24,3,1,1,1
539,23,2,1,2,1
540,69,6,3,4,1
541,148,19,10,11,1
542,83,20,15,7,1
543,53,4,1,4,1
544,97,15,12,4,1
545,25,2,1,2,1
546,466,110,95,85,1
547,110,27,14,9,1
548,113,19,18,11,1
549,119,9,7,7,1
550,15,3,1,2,1
551,44,10,8,10,1
552,124,55,55,55,1
553,8,1,1,1,1
554,8,1,1,1,1
555,162,27,23,26,1
556,113,27,20,16,1
557,8,1,1,1,1
558,8,1,1,1,1
559,9,2,1,1,1
560,179,36,27,35,1
561,171,16,1,16,1
562,77,15,11,15,1
563,8,1,1,1,1
564,12,4,1,1,1
565,42,9,1,4,1
566,14,1,1,1,1
567,19,5,1,1,1
568,88,8,1,7,1
569,13,2,1,2,1
570,46,4,1,4,1
571,129,30,18,25,1
572,20,1,1,1,1
573,22,1,1,1,1
574,32,2,1,2,1
575,13,1,1,1,1
576,12,3,1,2,1
577,6,1,1,1,1
578,17,3,1,1,1
579,5,1,1,1,1
580,227,55,22,26,1
581,68,5,1,4,1
582,37,4,1,4,1
583,106,12,5,9,1
584,18,1,1,1,1
585,100,11,1,7,1
586,99,14,5,11,1
587,53,6,1,3,1
588,4,1,1,1,1
589,4,1,1,1,1
590,4,1,1,1,1
591,4,1,1,1,1
592,4,1,1,1,1
593,50,5,5,3,1
594,14,3,1,1,1
595,11,2,1,1,1
596,174,15,11,7,1
597,33,4,1,3,1
598,4,1,1,1,1
599,13,2,1,2,1
600,135,11,1,9,1
601,49,6,3,5,1
602,45,6,1,3,1
603,65,4,4,1,1
604,40,5,3,5,1
605,59,7,5,7,1
606,31,4,3,4,1
607,45,9,9,5,1
608,31,6,1,3,1
609,28,2,1,2,1
610,49,3,1,3,1
611,30,5,3,4,1
612,146,15,9,9,1
613,127,16,10,9,1
614,85,18,11,1,1
615,28,5,3,4,1
616,21,4,3,3,1
617,127,23,21,8,1
618,45,12,1,6,1
619,31,3,1,2,1
620,11,3,1,2,1
621,28,6,6,4,1
622,61,8,1,3,1
623,12,2,1,1,1
624,20,6,6,2,1
625,28,3,1,2,1
626,55,4,1,4,1
627,38,6,1,3,1
628,14,10,7,6,1
629,142,11,1,3,1
630,29,3,1,2,1
631,15,2,1,2,1
632,54,5,1,4,1
633,105,6,1,4,1
634,29,3,3,2,1
635,15,3,1,1,1
636,24,4,4,2,1
637,25,4,4,2,1
638,88,14,1,14,1
639,116,13,7,12,1
640,71,5,1,4,1
641,49,4,3,3,1
642,87,10,5,4,1
643,19,2,1,2,1
644,99,9,1,7,1
645,84,8,5,5,1
646,77,10,1,10,1
647,139,20,8,3,1
648,37,5,1,1,1
649,29,3,1,3,1
650,20,3,1,3,1
651,31,3,1,3,1
652,34,5,1,1,1
653,62,6,4,5,1
654,132,31,23,12,1
655,18,4,1,3,1
656,68,4,3,4,1
657,4,1,1,1,1
658,22,1,1,1,1
659,10,2,1,1,1
660,76,8,6,7,1
661,20,2,1,2,1
662,20,2,1,2,1
663,31,6,1,2,1
664,89,21,4,5,1
665,81,9,5,4,1
666,30,2,1,2,1
667,47,11,4,6,1
668,191,27,18,23,1
669,36,7,1,4,1
670,43,12,6,5,1
671,219,31,14,7,1
672,8,1,1,1,1
673,14,3,1,2,1
674,24,2,1,2,1
675,24,2,1,2,1
676,26,2,1,2,1
677,70,5,1,1,1
678,24,4,1,2,1
679,25,4,3,3,1
680,36,2,1,2,1
681,29,4,1,3,1
682,28,7,1,4,1
683,6,1,1,1,1
684,40,5,1,5,1
685,45,8,4,6,1
686,45,7,1,6,1
687,4,1,1,1,1
688,160,18,8,6,1
689,27,4,3,2,1
690,121,22,1,13,1
691,12,2,1,1,1
692,26,2,1,2,1
693,25,6,6,3,1
694,34,9,9,7,1
695,33,9,9,7,1
696,145,10,4,6,1
697,5,1,1,1,1
698,28,7,5,4,1
699,46,8,3,5,1
700,41,10,10,4,1
701,85,18,14,17,1
702,60,16,7,6,1
703,31,7,5,5,1
704,39,8,6,6,1
705,27,6,4,4,1
706,62,16,13,7,1
707,138,35,21,17,1
708,30,8,7,4,1
709,34,9,1,6,1
710,13,4,4,2,1
711,26,34,34,1,1
712,43,11,1,10,1
713,67,11,10,8,1
714,14,4,1,4,1
715,17,5,4,2,1
716,31,4,3,2,1
717,42,7,4,4,1
718,19,2,1,2,1
719,20,3,1,2,1
720,13,5,5,3,1
721,14,3,1,2,1
722,20,4,1,4,1
723,130,25,11,9,1
724,37,6,6,4,1
725,24,8,7,5,1
726,89,9,6,4,1
727,28,9,8,3,1
728,91,11,11,9,1
729,42,6,5,5,1
730,74,8,3,6,1
731,33,4,4,3,1
732,96,11,4,9,1
733,6,1,1,1,1
734,9,3,3,2,1
735,21,7,7,3,1
736,113,19,1,10,1
737,5,1,1,1,1
738,7,2,1,2,1
739,43,4,1,3,1
740,63,12,1,8,1
741,8,1,1,1,1
742,8,1,1,1,1
743,8,1,1,1,1
744,573,38,17,19,1
745,104,13,5,10,1
746,77,8,5,5,1
747,39,4,1,4,1
748,30,4,3,2,1
749,79,7,1,6,1
750,240,40,6,34,1
751,86,12,1,2,1
752,82,15,1,14,1
753,101,22,19,7,1
754,55,12,12,3,1
755,41,5,1,3,1
756,35,12,5,2,1
757,8,1,1,1,1
758,200,25,20,11,1
759,27,2,1,1,1
760,32,3,1,2,1
761,41,7,6,2,1
762,165,16,11,11,1
763,23,4,1,3,1
764,16,3,3,2,1
765,54,7,1,7,1
766,31,1,1,1,1
767,15,1,1,1,1
768,7,1,1,1,1
769,31,12,7,2,1
770,81,24,18,2,1
771,27,8,7,3,1
772,164,5,1,5,1
773,116,2,1,1,1
774,56,5,1,5,1
775,60,8,5,3,1
776,36,4,1,2,1
777,7,1,1,1,1
778,184,9,7,1,1
779,469,2,1,2,1
780,242,3,3,3,1
781,96,1,1,1,1
782,463,94,52,68,1
783,169,5,1,5,1
784,221,1,1,1,1
785,95,22,19,16,1
786,85,4,1,3,1
787,113,1,1,1,1
788,91,2,1,2,1
789,22,3,1,3,1
790,57,7,5,3,1
791,22,2,1,2,1
792,22,2,1,2,1
793,163,5,1,5,1
794,166,1,1,1,1
795,15,1,1,1,1
796,41,5,3,3,1
797,61,26,24,8,1
798,56,6,5,2,1
799,55,6,1,6,1
800,415,9,1,8,1
801,43,2,1,2,1
802,21,6,4,3,1
803,50,6,1,6,1
804,163,5,1,5,1
805,168,5,1,5,1
806,324,6,1,6,1
807,169,5,1,5,1
808,139,5,1,5,1
809,455,23,1,11,1
810,66,3,1,3,1
811,106,3,1,3,1
812,123,2,1,2,1
813,124,7,1,3,1
814,163,5,1,5,1
815,77,1,1,1,1
816,26,2,1,2,1
817,65,7,1,4,1
818,52,6,5,2,1
819,24,4,1,2,1
820,53,10,6,6,1
821,24,5,4,4,1
822,17,2,1,2,1
823,45,1,1,1,1
824,38,3,3,2,1
825,57,3,3,2,1
826,152,3,1,3,1
827,34,7,4,5,1
828,14,1,1,1,1
829,55,4,1,2,1
830,42,5,1,3,1
831,35,4,3,2,1
832,36,4,1,4,1
833,117,18,10,13,1
834,13,3,1,3,1
835,4,1,1,1,1
836,30,4,3,3,1
837,17,2,1,2,1
838,19,3,1,2,1
839,13,3,3,2,1
840,6,1,1,1,1
841,8,1,1,1,1
842,11,1,1,1,1
843,18,2,1,2,1
844,67,11,1,11,1
845,4,1,1,1,1
846,70,9,5,8,1
847,32,5,1,4,1
848,20,5,4,4,1
849,14,4,4,4,1
850,70,7,4,6,1
851,37,6,1,4,1
852,88,14,9,13,1
853,95,5,1,5,1
854,186,28,20,8,1
855,50,11,10,2,1
856,27,5,3,3,1
857,57,5,1,4,1
858,165,22,1,18,1
859,35,3,1,3,1
860,24,3,1,3,1
861,67,12,7,6,1
862,23,4,1,4,1
863,74,12,10,5,1
864,10,2,1,2,1
865,50,8,1,7,1
866,52,9,5,9,1
867,18,2,1,2,1
868,31,12,12,11,1
869,94,12,1,10,1
870,5,1,1,1,1
871,19,6,1,3,1
872,4,1,1,1,1
873,33,1,1,1,1
874,36,2,1,2,1
875,41,7,6,5,1
876,23,2,1,2,1
877,591,88,44,51,1
878,10,1,1,1,1
879,5,1,1,1,1
880,115,2,1,1,1
881,113,16,9,10,1
882,17,3,1,1,1
883,200,52,13,37,1
884,18,2,1,2,1
885,35,4,1,4,1
886,84,22,6,9,1
887,36,4,1,4,1
888,65,9,7,5,1
889,9,3,3,2,1
890,13,3,1,3,1
891,5,1,1,1,1
892,20,7,7,3,1
893,30,6,5,5,1
894,45,5,1,4,1
895,15,4,4,2,1
896,107,14,7,9,1
897,54,8,3,5,1
898,112,20,15,7,1
899,246,46,39,13,1
900,48,8,7,5,1
901,18,1,1,1,1
902,31,5,1,5,1
903,14,2,1,2,1
904,14,2,1,2,1
905,34,5,3,5,1
906,16,2,1,2,1
907,21,2,1,2,1
908,6,1,1,1,1
909,45,5,1,5,1
910,7,1,1,1,1
911,21,2,1,2,1
912,6,1,1,1,1
913,7,1,1,1,1
914,14,2,1,1,1
915,5,1,1,1,1
916,63,7,4,5,1
917,12,2,1,2,1
918,26,6,5,2,1
919,46,12,11,8,1
920,37,10,9,3,1
921,24,10,8,2,1
922,36,6,4,5,1
923,14,2,1,2,1
924,12,2,1,2,1
925,8,1,1,1,1
926,60,8,4,7,1
927,41,4,3,3,1
928,5,1,1,1,1
929,16,2,1,1,1
930,4,1,1,1,1
931,24,6,6,2,1
932,44,5,4,3,1
933,367,48,7,44,1
934,29,5,1,3,1
935,29,5,1,3,1
936,34,5,1,3,1
937,49,6,1,4,1
938,33,4,1,4,1
939,52,9,9,6,1
940,41,5,1,5,1
941,40,2,1,1,1
942,31,2,1,1,1
943,7,1,1,1,1
944,44,5,5,4,1
945,30,4,1,1,1
946,51,16,9,3,1
947,22,2,1,2,1
948,35,3,1,3,1
949,33,2,1,2,1
950,112,48,44,9,1
951,4,1,1,1,1
952,13,2,1,1,1
953,15,2,1,2,1
954,12,2,1,2,1
955,115,14,1,7,1
956,10,1,1,1,1
957,44,8,8,3,1
958,41,5,1,4,1
959,169,21,1,13,1
960,112,18,3,2,1
961,100,6,1,6,1
962,133,10,1,5,1
963,19,2,1,1,1
964,19,2,1,1,1
965,28,1,1,1,1
966,78,13,4,13,1
967,63,5,1,5,1
968,52,4,1,4,1
969,54,6,1,6,1
970,96,7,4,3,1
971,123,28,9,3,1
972,86,46,46,18,1
973,122,41,22,1,1
974,17,13,13,13,1
975,14,2,1,2,1
976,50,15,15,1,1
977,24,15,13,2,1
978,28,9,9,5,1
979,16,3,3,1,1
980,5,1,1,1,1
981,18,2,1,2,1
982,20,10,7,4,1
983,5,1,1,1,1
984,60,11,5,3,1
985,23,8,8,2,1
986,27,5,5,1,1
987,69,11,7,5,1
988,28,9,9,2,1
989,14,10,10,2,1
990,15,10,10,2,1
991,54,17,7,1,1
992,40,3,1,2,1
993,78,12,1,7,1
994,24,2,1,2,1
995,28,5,1,5,1
996,24,10,10,10,1
997,24,5,1,2,1
998,143,15,1,3,1
999,21,5,1,1,1
1000,28,13,13,13,1
1001,24,5,1,2,1
1002,24,3,1,2,1
1003,5,1,1,1,1
1004,107,31,1,2,1
1005,30,2,1,2,1
1006,31,2,1,2,1
1007,11,2,1,2,1
1008,16,2,1,2,1
1009,22,3,1,3,1
1010,130,13,1,8,1
1011,121,13,1,8,1
1012,28,3,1,3,1
1013,71,1,1,1,1
1014,97,5,1,5,1
1015,58,9,9,2,1
1016,18,3,1,2,1
1017,60,19,5,10,1
1018,16,2,1,2,1
1019,4,1,1,1,1
1020,87,6,4,4,1
1021,129,7,1,4,1
1022,76,11,8,6,1
1023,83,8,6,6,1
1024,125,15,6,11,1
1025,129,16,6,11,1
1026,128,16,6,11,1
1027,129,16,6,11,1
1028,130,17,6,12,1
1029,92,8,1,6,1
1030,92,22,15,11,1
1031,70,15,12,5,1
1032,90,23,21,11,1
1033,68,20,18,9,1
1034,89,21,19,10,1
1035,97,23,21,11,1
1036,83,21,19,10,1
1037,27,5,3,3,1
1038,48,12,10,1,1
1039,351,30,25,18,1
1040,48,11,1,11,1
1041,80,12,5,3,1
1042,4,1,1,1,1
1043,4,1,1,1,1
1044,6,2,1,1,1
1045,4,1,1,1,1
1046,6,1,1,1,1
1047,16,4,3,2,1
1048,4,1,1,1,1
1049,87,4,3,3,1
1050,77,10,7,3,1
1051,37,7,7,4,1
1052,27,6,4,4,1
1053,32,6,6,3,1
1054,7,1,1,1,1
1055,26,4,3,2,1
1056,13,3,3,2,1
1057,23,4,3,2,1
1058,74,13,7,3,1
1059,34,2,1,2,1
1060,28,3,1,3,1
1061,4,1,1,1,1
1062,4,1,1,1,1
1063,29,4,4,3,1
1064,24,5,1,5,1
1065,23,5,1,2,1
1066,32,6,1,1,1
1067,87,13,9,2,1
1068,24,6,6,2,1
1069,21,3,1,1,1
1070,23,3,1,2,1
1071,97,27,25,6,1
1072,52,7,1,5,1
1073,43,15,11,6,1
1074,36,12,4,3,1
1075,126,10,6,5,1
1076,45,11,3,3,1
1077,11,2,1,2,1
1078,13,1,1,1,1
1079,4,1,1,1,1
1080,35,8,8,2,1
1081,23,1,1,1,1
1082,24,1,1,1,1
1083,26,5,1,2,1
1084,13,1,1,1,1
1085,33,5,1,2,1
1086,21,3,1,3,1
1087,11,1,1,1,1
1088,15,2,1,2,1
1089,38,29,17,14,1
1090,38,29,17,14,1
1091,187,17,15,7,1
1092,34,4,1,4,1
1093,55,4,1,4,1
1094,23,3,1,3,1
1095,23,3,1,3,1
1096,9,2,1,2,1
1097,102,21,21,17,1
1098,37,3,3,3,1
1099,39,7,5,5,1
1100,27,3,1,3,1
1101,126,9,1,9,1
1102,38,9,1,9,1
1103,20,4,1,2,1
1104,42,6,5,3,1
1105,66,16,13,1,1
1106,71,5,1,4,1
1107,28,8,7,1,1
1108,36,6,6,3,1
1109,49,3,1,2,1
1110,6,1,1,1,1
1111,7,2,1,1,1
1112,92,19,14,5,1
1113,20,5,4,3,1
1114,27,3,1,2,1
1115,55,6,4,4,1
1116,8,1,1,1,1
1117,26,3,1,2,1
1118,55,4,3,1,1
1119,69,2,1,2,1
1120,10,2,1,2,1
1121,52,3,1,3,1
1122,15,2,1,2,1
1123,139,12,1,6,1
1124,25,3,1,2,1
1125,14,1,1,1,1
1126,8,1,1,1,1
1127,406,33,1,33,1
1128,92,15,5,12,1
1129,69,9,1,6,1
1130,87,1,1,1,1
1131,58,1,1,1,1
1132,64,1,1,1,1
1133,61,2,1,2,1
1134,33,7,5,4,1
1135,8,2,1,2,1
1136,48,9,8,4,1
1137,87,10,9,5,1
1138,26,3,1,3,1
1139,7,3,1,3,1
1140,11,1,1,1,1
1141,31,3,1,3,1
1142,129,16,3,7,1
1143,20,11,1,2,1
1144,20,7,7,2,1
1145,12,4,4,3,1
1146,63,9,5,2,1
1147,18,2,1,1,1
1148,27,10,10,5,1
1149,17,2,1,1,1
