,loc,v(g),ev(g),iv(g),defects
163,12,1,1,1,1
164,44,7,1,5,1
165,17,4,3,3,1
166,40,5,3,4,1
167,179,13,4,12,1
168,92,8,3,8,1
169,14,1,1,1,1
170,92,8,3,8,1
171,64,4,1,4,1
172,184,16,12,13,1
173,17,4,3,3,1
174,38,5,3,4,1
175,6,1,1,1,1
176,41,4,1,4,1
177,13,1,1,1,1
178,20,4,3,3,1
179,50,5,4,4,1
180,17,1,1,1,1
181,41,6,5,5,1
182,29,4,1,1,1
183,125,8,5,7,1
184,42,5,3,4,1
185,17,4,3,3,1
186,14,3,3,3,1
187,9,1,1,1,1
188,3,1,1,1,1
189,11,2,1,2,1
190,35,3,1,3,1
191,7,2,1,2,1
192,34,5,1,5,1
193,24,4,1,3,1
194,35,4,1,4,1
195,48,4,1,4,1
196,61,7,1,7,1
197,20,1,1,1,1
198,10,1,1,1,1
199,38,5,1,5,1
200,4,1,1,1,1
201,15,2,1,2,1
202,6,1,1,1,1
203,6,1,1,1,1
204,50,6,5,5,1
205,17,1,1,1,1
206,20,2,1,2,1
207,8,1,1,1,1
208,20,5,1,5,1
209,36,7,3,6,1
210,27,1,1,1,1
211,13,3,1,3,1
212,13,3,1,3,1
213,13,3,1,3,1
214,78,6,3,6,1
215,84,7,3,7,1
216,99,8,5,8,1
217,25,3,1,3,1
218,97,14,1,14,1
219,95,16,9,16,1
220,132,14,8,13,1
221,61,4,1,4,1
222,8,1,1,1,1
223,55,5,1,5,1
224,57,4,1,4,1
225,51,13,8,13,1
226,93,7,1,7,1
227,29,1,1,1,1
228,112,16,10,13,1
229,152,22,6,16,1
230,25,4,1,4,1
231,78,11,1,11,1
232,35,5,3,4,1
233,12,3,1,3,1
234,19,2,1,2,1
235,19,3,1,3,1
236,15,2,1,2,1
237,217,28,18,27,1
238,150,27,22,18,1
239,30,3,1,3,1
240,15,1,1,1,1
241,41,1,1,1,1
242,25,3,3,3,1
243,15,8,4,3,1
244,56,13,7,11,1
245,20,2,1,2,1
246,9,2,1,2,1
247,145,25,21,18,1
248,34,4,1,4,1
249,12,1,1,1,1
250,24,5,3,4,1
251,74,6,5,4,1
252,36,1,1,1,1
253,7,2,1,2,1
254,7,1,1,1,1
255,6,1,1,1,1
256,55,5,1,3,1
257,21,1,1,1,1
258,17,3,1,3,1
259,19,3,1,1,1
260,22,3,1,3,1
261,40,3,1,3,1
262,15,2,1,2,1
263,27,5,3,4,1
264,35,1,1,1,1
265,30,2,1,2,1
266,12,1,1,1,1
267,22,1,1,1,1
268,40,5,3,4,1
269,176,16,10,14,1
270,132,13,10,13,1
271,101,13,6,12,1
272,7,1,1,1,1
273,11,1,1,1,1
274,11,1,1,1,1
275,11,1,1,1,1
276,11,1,1,1,1
277,16,2,1,2,1
278,38,2,1,2,1
279,50,5,1,5,1
280,4,1,1,1,1
281,60,6,3,5,1
282,63,8,5,8,1
283,72,11,7,9,1
284,57,6,1,5,1
285,82,16,13,16,1
286,288,45,7,45,1
287,96,9,1,8,1
288,68,18,5,18,1
289,84,11,1,11,1
290,20,2,1,2,1
291,72,12,8,10,1
292,16,1,1,1,1
293,40,5,1,5,1
294,12,1,1,1,1
295,11,1,1,1,1
296,50,8,3,4,1
297,25,2,1,2,1
298,4,1,1,1,1
299,220,12,8,12,1
300,22,1,1,1,1
301,23,1,1,1,1
302,89,6,4,5,1
303,15,1,1,1,1
304,100,7,3,6,1
305,12,1,1,1,1
306,72,7,1,7,1
307,23,1,1,1,1
308,140,18,10,18,1
309,162,17,12,16,1
310,33,1,1,1,1
311,82,13,4,12,1
312,73,10,7,9,1
313,109,18,14,15,1
314,61,5,1,2,1
315,153,27,15,18,1
316,33,1,1,1,1
317,10,1,1,1,1
318,81,4,1,4,1
319,97,11,8,8,1
320,3,1,1,1,1
321,75,9,6,9,1
322,98,17,3,15,1
323,119,14,12,13,1
324,35,5,5,5,1
325,116,12,6,12,1
326,205,26,16,19,1
327,5,1,1,1,0
328,3,1,1,1,0
329,3,1,1,1,0
330,3,1,1,1,0
331,12,1,1,1,0
332,5,1,1,1,0
333,3,1,1,1,0
334,3,1,1,1,0
335,3,1,1,1,0
336,13,1,1,1,0
337,12,1,1,1,0
338,3,1,1,1,0
339,12,1,1,1,0
340,4,1,1,1,0
341,13,1,1,1,0
342,16,3,3,2,0
343,16,3,3,2,0
344,16,3,3,2,0
345,16,1,1,1,0
346,35,6,5,6,0
347,14,2,1,2,0
348,40,4,1,4,0
349,38,4,3,4,0
350,26,2,1,2,0
351,15,2,1,2,0
352,21,1,1,1,0
353,11,1,1,1,0
354,17,2,1,2,0
355,25,3,1,3,0
356,56,10,9,10,0
357,59,5,1,4,0
358,120,12,5,11,0
359,23,3,1,3,0
360,23,3,1,3,0
361,22,3,1,3,0
362,31,2,1,2,0
363,13,1,1,1,0
364,17,1,1,1,0
365,32,4,1,4,0
366,17,1,1,1,0
367,74,7,1,6,0
368,23,3,1,3,0
369,20,2,1,2,0
370,13,2,1,2,0
371,30,2,1,2,0
372,38,6,3,6,0
373,55,5,1,5,0
374,24,3,1,3,0
375,36,9,9,9,0
376,210,25,11,25,0
377,7,1,1,1,0
378,8,1,1,1,0
379,23,2,1,2,0
380,9,1,1,1,0
381,34,5,3,5,0
382,9,1,1,1,0
383,63,11,5,11,0
384,7,1,1,1,0
385,28,2,1,2,0
386,14,1,1,1,0
387,29,4,1,4,0
388,41,8,5,8,0
389,18,1,1,1,0
390,14,1,1,1,0
391,4,1,1,1,0
392,11,1,1,1,0
393,4,1,1,1,0
394,6,1,1,1,0
395,18,2,1,2,0
396,2,1,1,1,0
397,43,5,1,5,0
398,2,1,1,1,0
399,8,1,1,1,0
400,10,1,1,1,0
401,3,1,1,1,0
402,5,1,1,1,0
403,7,1,1,1,0
404,3,1,1,1,0
405,13,1,1,1,0
406,11,1,1,1,0
407,3,1,1,1,0
408,4,1,1,1,0
409,3,1,1,1,0
410,39,2,1,2,0
411,1,1,1,1,0
412,4,1,1,1,0
413,13,1,1,1,0
414,4,1,1,1,0
415,2,1,1,1,0
416,10,1,1,1,0
417,20,1,1,1,0
418,4,1,1,1,0
419,14,1,1,1,0
420,13,1,1,1,0
421,15,1,1,1,0
422,24,1,1,1,0
423,19,3,3,3,0
424,17,1,1,1,0
425,63,9,8,9,0
426,6,1,1,1,0
427,9,1,1,1,0
428,9,1,1,1,0
429,6,1,1,1,0
430,6,1,1,1,0
431,6,1,1,1,0
432,10,1,1,1,0
433,6,1,1,1,0
434,6,1,1,1,0
435,10,1,1,1,0
436,87,9,1,9,0
437,51,6,1,6,0
438,88,14,10,9,0
439,59,6,1,6,0
440,1,1,1,1,0
441,4,1,1,1,0
442,1,1,1,1,0
443,4,1,1,1,0
444,1,1,1,1,0
445,1,1,1,1,0
446,1,1,1,1,0
447,4,1,1,1,0
448,56,7,3,7,0
449,4,1,1,1,0
450,4,1,1,1,0
451,4,1,1,1,0
452,1,1,1,1,0
453,1,1,1,1,0
454,4,1,1,1,0
455,4,1,1,1,0
456,4,1,1,1,0
457,4,1,1,1,0
458,1,1,1,1,0
459,4,1,1,1,0
460,4,1,1,1,0
461,1,1,1,1,0
462,4,1,1,1,0
463,9,1,1,1,0
464,1,1,1,1,0
465,4,1,1,1,0
466,4,1,1,1,0
467,4,1,1,1,0
468,1,1,1,1,0
469,1,1,1,1,0
470,4,1,1,1,0
471,4,1,1,1,0
472,4,1,1,1,0
473,1,1,1,1,0
474,1,1,1,1,0
475,1,1,1,1,0
476,4,1,1,1,0
477,1,1,1,1,0
478,1,1,1,1,0
479,1,1,1,1,0
480,4,1,1,1,0
481,1,1,1,1,0
482,4,1,1,1,0
483,4,1,1,1,0
484,4,1,1,1,0
485,4,1,1,1,0
486,4,1,1,1,0
487,1,1,1,1,0
488,4,1,1,1,0
489,4,1,1,1,0
490,4,1,1,1,0
491,16,2,1,2,0
492,16,2,1,2,0
493,18,2,1,2,0
494,7,1,1,1,0
495,8,1,1,1,0
496,14,2,1,2,0
497,16,2,1,2,0
498,16,2,1,2,0
499,17,2,1,2,0
500,17,2,1,2,0
501,17,2,1,2,0
502,7,1,1,1,0
503,17,2,1,2,0
504,9,1,1,1,0
505,14,2,1,2,0
506,16,2,1,2,0
507,17,2,1,2,0
508,17,2,1,2,0
509,17,2,1,2,0
510,17,2,1,2,0
511,17,2,1,2,0
512,16,2,1,2,0
513,17,2,1,2,0
514,17,2,1,2,0
515,49,9,5,9,0
516,13,2,1,2,0
517,14,1,1,1,0
518,4,1,1,1,0
519,2,1,1,1,0
520,2,1,1,1,0
521,2,1,1,1,0
522,6,1,1,1,0
523,2,1,1,1,0
524,2,1,1,1,0
525,2,1,1,1,0
526,2,1,1,1,0
527,28,4,1,1,0
528,28,4,1,1,0
529,23,3,1,3,0
530,4,1,1,1,0
531,4,1,1,1,0
532,4,1,1,1,0
533,35,2,1,1,0
534,4,1,1,1,0
535,4,1,1,1,0
536,4,1,1,1,0
537,4,1,1,1,0
538,47,3,1,3,0
539,4,1,1,1,0
540,41,5,3,5,0
541,41,5,3,5,0
542,53,5,3,5,0
543,15,4,3,4,0
544,14,2,1,2,0
545,82,9,1,9,0
546,41,5,3,5,0
547,60,6,1,5,0
548,12,1,1,1,0
549,11,3,1,3,0
550,68,7,1,7,0
551,11,1,1,1,0
552,60,11,5,11,0
553,24,4,1,4,0
554,51,13,8,13,0
555,12,2,1,2,0
556,13,1,1,1,0
557,4,1,1,1,0
558,16,2,1,2,0
559,4,1,1,1,0
560,12,2,1,2,0
561,51,13,8,13,0
562,13,1,1,1,0
563,4,1,1,1,0
564,24,3,3,3,0
565,54,18,11,18,0
566,13,2,1,2,0
567,7,1,1,1,0
568,8,1,1,1,0
569,25,4,1,4,0
570,7,1,1,1,0
571,53,7,3,7,0
572,64,12,5,12,0
573,18,1,1,1,0
574,5,1,1,1,0
575,13,2,1,2,0
576,15,1,1,1,0
577,4,1,1,1,0
578,23,2,1,2,0
579,4,1,1,1,0
580,4,1,1,1,0
581,48,6,3,6,0
582,24,3,3,3,0
583,15,1,1,1,0
584,39,5,3,5,0
585,63,8,1,7,0
586,23,2,1,2,0
587,17,1,1,1,0
588,34,3,1,3,0
589,26,2,1,2,0
590,22,2,1,2,0
591,31,3,1,3,0
592,23,2,1,2,0
593,24,2,1,2,0
594,16,1,1,1,0
595,23,2,1,2,0
596,16,1,1,1,0
597,16,1,1,1,0
598,16,1,1,1,0
599,23,1,1,1,0
600,23,2,1,2,0
601,16,1,1,1,0
602,23,2,1,2,0
603,16,1,1,1,0
604,18,1,1,1,0
605,18,1,1,1,0
606,27,2,1,2,0
607,18,1,1,1,0
608,18,1,1,1,0
609,127,25,7,22,0
610,25,5,5,4,0
611,48,4,1,4,0
612,6,2,1,1,0
613,60,2,1,2,0
614,22,2,1,2,0
615,22,2,1,2,0
616,20,2,1,2,0
617,21,3,1,3,0
618,31,6,5,6,0
619,52,7,3,7,0
620,6,1,1,1,0
621,5,1,1,1,0
622,7,1,1,1,0
623,18,1,1,1,0
624,13,2,1,2,0
625,51,13,8,13,0
626,15,1,1,1,0
627,4,1,1,1,0
628,12,2,1,2,0
629,15,1,1,1,0
630,4,1,1,1,0
631,13,2,1,2,0
632,51,13,8,13,0
633,15,1,1,1,0
634,4,1,1,1,0
635,112,12,7,12,0
636,33,4,1,4,0
637,33,4,1,4,0
638,38,4,3,4,0
639,34,3,1,3,0
640,9,1,1,1,0
641,34,5,4,5,0
642,24,2,1,2,0
643,29,3,1,3,0
644,17,2,1,2,0
645,3,1,1,1,0
646,3,1,1,1,0
647,3,1,1,1,0
648,3,1,1,1,0
649,3,1,1,1,0
650,12,1,1,1,0
651,20,1,1,1,0
652,5,1,1,1,0
653,28,2,1,2,0
654,18,1,1,1,0
655,10,1,1,1,0
656,8,1,1,1,0
657,5,1,1,1,0
658,32,3,1,3,0
659,23,1,1,1,0
660,23,1,1,1,0
661,31,4,1,4,0
662,40,4,1,4,0
663,5,1,1,1,0
664,16,1,1,1,0
665,28,5,1,4,0
666,14,1,1,1,0
667,30,4,1,4,0
668,24,3,1,3,0
669,9,1,1,1,0
670,3,1,1,1,0
671,3,1,1,1,0
672,8,1,1,1,0
673,8,1,1,1,0
674,37,4,1,4,0
675,15,2,1,2,0
676,5,1,1,1,0
677,8,1,1,1,0
678,25,1,1,1,0
679,22,1,1,1,0
680,32,4,1,4,0
681,1,1,1,1,0
682,18,2,1,2,0
683,1,1,1,1,0
684,1,1,1,1,0
685,1,1,1,1,0
686,1,1,1,1,0
687,1,1,1,1,0
688,1,1,1,1,0
689,1,1,1,1,0
690,1,1,1,1,0
691,16,3,1,3,0
692,4,1,1,1,0
693,4,1,1,1,0
694,1,1,1,1,0
695,19,4,1,4,0
696,19,4,1,4,0
697,1,1,1,1,0
698,1,1,1,1,0
699,1,1,1,1,0
700,1,1,1,1,0
701,1,1,1,1,0
702,1,1,1,1,0
703,9,1,1,1,0
704,1,1,1,1,0
705,1,1,1,1,0
706,4,1,1,1,0
707,1,1,1,1,0
708,12,1,1,1,0
709,12,1,1,1,0
710,12,1,1,1,0
711,12,1,1,1,0
712,5,1,1,1,0
713,20,1,1,1,0
714,10,1,1,1,0
715,28,4,1,1,0
716,55,6,3,4,0
717,5,1,1,1,0
718,2,1,1,1,0
719,12,2,1,2,0
720,12,1,1,1,0
721,12,1,1,1,0
722,15,1,1,1,0
723,12,2,1,2,0
724,6,1,1,1,0
725,14,2,1,2,0
726,23,5,1,5,0
727,5,1,1,1,0
728,18,1,1,1,0
729,16,1,1,1,0
730,10,1,1,1,0
731,8,1,1,1,0
732,5,1,1,1,0
733,16,1,1,1,0
734,14,1,1,1,0
735,10,1,1,1,0
736,38,4,3,4,0
737,18,1,1,1,0
738,13,1,1,1,0
739,15,1,1,1,0
740,16,1,1,1,0
741,14,1,1,1,0
742,14,3,1,3,0
743,10,1,1,1,0
744,13,1,1,1,0
745,11,1,1,1,0
746,7,2,1,2,0
747,4,1,1,1,0
748,3,1,1,1,0
749,4,1,1,1,0
750,4,1,1,1,0
751,4,1,1,1,0
752,4,1,1,1,0
753,7,1,1,1,0
754,4,1,1,1,0
755,8,1,1,1,0
756,8,1,1,1,0
757,8,1,1,1,0
758,45,6,1,6,0
759,19,2,1,2,0
760,7,2,1,2,0
761,7,2,1,2,0
762,7,2,1,2,0
763,7,2,1,2,0
764,73,12,1,9,0
765,7,2,1,2,0
766,4,1,1,1,0
767,11,3,1,2,0
768,9,3,1,3,0
769,38,9,1,2,0
770,6,1,1,1,0
771,6,1,1,1,0
772,31,4,1,4,0
773,5,1,1,1,0
774,5,1,1,1,0
775,5,1,1,1,0
776,5,1,1,1,0
777,6,1,1,1,0
778,5,1,1,1,0
779,5,1,1,1,0
780,5,1,1,1,0
781,5,1,1,1,0
782,17,3,1,3,0
783,29,4,1,3,0
784,15,2,1,1,0
785,2,1,1,1,0
786,2,1,1,1,0
787,1,1,1,1,0
788,4,1,1,1,0
789,2,1,1,1,0
790,1,1,1,1,0
791,1,1,1,1,0
792,2,1,1,1,0
793,4,1,1,1,0
794,2,1,1,1,0
795,4,1,1,1,0
796,5,1,1,1,0
797,5,1,1,1,0
798,79,7,4,5,0
799,1,1,1,1,0
800,4,1,1,1,0
801,4,1,1,1,0
802,4,1,1,1,0
803,4,1,1,1,0
804,1,1,1,1,0
805,4,1,1,1,0
806,4,1,1,1,0
807,4,1,1,1,0
808,4,1,1,1,0
809,6,1,1,1,0
810,6,1,1,1,0
811,6,1,1,1,0
812,6,1,1,1,0
813,7,2,1,2,0
814,12,2,1,2,0
815,23,5,1,2,0
816,13,2,1,2,0
817,41,7,1,1,0
818,10,2,1,2,0
819,10,2,1,2,0
820,10,2,1,2,0
821,10,2,1,2,0
822,6,1,1,1,0
823,4,1,1,1,0
824,14,2,1,2,0
825,4,1,1,1,0
826,4,1,1,1,0
827,4,1,1,1,0
828,7,2,1,2,0
829,1,1,1,1,0
830,8,2,1,2,0
831,4,1,1,1,0
832,40,4,1,4,0
833,1,1,1,1,0
834,37,4,1,4,0
835,3,1,1,1,0
836,143,17,1,6,0
837,6,1,1,1,0
838,5,1,1,1,0
839,3,1,1,1,0
840,107,18,11,12,0
841,4,1,1,1,0
842,4,1,1,1,0
843,4,1,1,1,0
844,4,1,1,1,0
845,4,1,1,1,0
846,53,3,1,2,0
847,34,5,1,3,0
848,4,1,1,1,0
849,4,1,1,1,0
850,4,1,1,1,0
851,1,1,1,1,0
852,39,3,1,3,0
853,52,5,3,5,0
854,20,4,1,1,0
855,25,4,1,3,0
856,28,4,1,3,0
857,28,4,1,3,0
858,5,1,1,1,0
859,3,1,1,1,0
860,3,1,1,1,0
861,3,1,1,1,0
862,3,1,1,1,0
863,1,1,1,1,0
864,32,4,3,3,0
865,13,2,1,1,0
866,73,7,1,7,0
867,16,2,1,2,0
868,2,1,1,1,0
869,283,34,26,29,0
870,18,3,1,2,0
871,4,1,1,1,0
872,4,1,1,1,0
873,21,2,1,2,0
874,1,1,1,1,0
875,9,1,1,1,0
876,4,1,1,1,0
877,3,1,1,1,0
878,1,1,1,1,0
879,3,1,1,1,0
880,10,2,1,2,0
881,9,2,1,1,0
882,2,1,1,1,0
883,2,1,1,1,0
884,2,1,1,1,0
885,2,1,1,1,0
886,2,1,1,1,0
887,5,1,1,1,0
888,2,1,1,1,0
889,5,1,1,1,0
890,26,3,1,3,0
891,35,3,1,3,0
892,1,1,1,1,0
893,13,1,1,1,0
894,131,17,10,15,0
895,1,1,1,1,0
896,2,1,1,1,0
897,4,1,1,1,0
898,1,1,1,1,0
899,33,3,1,3,0
900,44,6,3,6,0
901,12,2,1,2,0
902,14,2,1,2,0
903,36,3,1,3,0
904,16,2,1,2,0
905,91,8,1,8,0
906,2,1,1,1,0
907,2,1,1,1,0
908,3,1,1,1,0
909,9,2,1,2,0
910,9,3,1,1,0
911,12,3,3,3,0
912,83,7,1,6,0
913,79,7,1,4,0
914,120,19,6,11,0
915,131,20,7,12,0
916,17,3,1,2,0
917,9,1,1,1,0
918,9,1,1,1,0
919,3,1,1,1,0
920,1,1,1,1,0
921,7,2,1,2,0
922,14,3,1,2,0
923,13,3,1,2,0
924,1,1,1,1,0
925,2,1,1,1,0
926,2,1,1,1,0
927,2,1,1,1,0
928,1,1,1,1,0
929,8,1,1,1,0
930,2,1,1,1,0
931,1,1,1,1,0
932,1,1,1,1,0
933,1,1,1,1,0
934,1,1,1,1,0
935,2,1,1,1,0
936,9,2,1,2,0
937,16,3,1,3,0
938,9,2,1,2,0
939,54,4,1,2,0
940,6,2,1,2,0
941,4,1,1,1,0
942,10,1,1,1,0
943,14,3,1,1,0
944,20,4,1,4,0
945,11,1,1,1,0
946,12,3,1,3,0
947,4,1,1,1,0
948,18,3,1,1,0
949,20,4,1,1,0
950,12,3,1,3,0
951,16,4,1,1,0
952,6,2,1,2,0
953,6,2,1,2,0
954,2,1,1,1,0
955,2,1,1,1,0
956,10,1,1,1,0
957,4,1,1,1,0
958,4,1,1,1,0
959,2,1,1,1,0
960,1,1,1,1,0
961,1,1,1,1,0
962,10,2,1,1,0
963,9,2,1,2,0
964,2,1,1,1,0
965,2,1,1,1,0
966,2,1,1,1,0
967,2,1,1,1,0
968,15,1,1,1,0
969,20,2,1,2,0
970,8,1,1,1,0
971,2,1,1,1,0
972,2,1,1,1,0
973,2,1,1,1,0
974,88,15,1,14,0
975,26,4,3,3,0
976,27,7,7,2,0
977,15,1,1,1,0
978,20,2,1,2,0
979,15,1,1,1,0
980,20,2,1,2,0
981,36,9,9,2,0
982,4,1,1,1,0
983,3,1,1,1,0
984,3,1,1,1,0
985,45,6,5,6,0
986,116,17,8,16,0
987,44,7,5,7,0
988,32,4,1,4,0
989,26,2,1,2,0
990,99,19,15,19,0
991,52,10,6,10,0
992,52,6,1,6,0
993,5,1,1,1,0
994,93,10,3,10,0
995,31,2,1,2,0
996,4,1,1,1,0
997,2,1,1,1,0
998,4,1,1,1,0
999,22,3,1,3,0
1000,2,1,1,1,0
1001,2,1,1,1,0
1002,2,1,1,1,0
1003,2,1,1,1,0
1004,2,1,1,1,0
1005,2,1,1,1,0
1006,2,1,1,1,0
1007,2,1,1,1,0
1008,2,1,1,1,0
1009,2,1,1,1,0
1010,2,1,1,1,0
1011,2,1,1,1,0
1012,2,1,1,1,0
1013,2,1,1,1,0
1014,2,1,1,1,0
1015,2,1,1,1,0
1016,2,1,1,1,0
1017,2,1,1,1,0
1018,2,1,1,1,0
1019,2,1,1,1,0
1020,25,3,1,3,0
1021,2,1,1,1,0
1022,2,1,1,1,0
1023,2,1,1,1,0
1024,2,1,1,1,0
1025,2,1,1,1,0
1026,2,1,1,1,0
1027,66,9,1,9,0
1028,2,1,1,1,0
1029,2,1,1,1,0
1030,2,2,1,1,0
1031,5,1,1,1,0
1032,28,4,1,1,0
1033,4,1,1,1,0
1034,4,1,1,1,0
1035,4,1,1,1,0
1036,62,10,7,10,0
1037,44,8,7,5,0
1038,44,8,7,5,0
1039,3,1,1,1,0
1040,19,2,1,2,0
1041,3,1,1,1,0
1042,15,1,1,1,0
1043,24,2,1,2,0
1044,21,3,1,3,0
1045,12,1,1,1,0
1046,42,5,3,3,0
1047,5,3,3,1,0
1048,2,1,1,1,0
1049,45,11,4,3,0
1050,2,1,1,1,0
1051,9,3,3,2,0
1052,2,1,1,1,0
1053,2,1,1,1,0
1054,2,1,1,1,0
1055,2,1,1,1,0
1056,20,3,3,2,0
1057,2,1,1,1,0
1058,20,3,3,3,0
1059,13,5,5,1,0
1060,15,3,1,1,0
1061,28,11,11,10,0
1062,2,1,1,1,0
1063,6,1,1,1,0
1064,2,1,1,1,0
1065,2,1,1,1,0
1066,2,1,1,1,0
1067,2,1,1,1,0
1068,76,13,10,7,0
1069,69,11,10,7,0
1070,2,1,1,1,0
1071,2,1,1,1,0
1072,2,1,1,1,0
1073,39,1,1,1,0
1074,2,1,1,1,0
1075,2,2,1,1,0
1076,46,7,1,7,0
1077,5,1,1,1,0
1078,36,6,4,6,0
1079,6,1,1,1,0
1080,3,1,1,1,0
1081,3,1,1,1,0
1082,8,2,1,1,0
1083,60,17,5,7,0
1084,70,20,5,6,0
1085,93,25,5,11,0
1086,44,13,7,6,0
1087,3,1,1,1,0
1088,2,1,1,1,0
1089,3,1,1,1,0
1090,2,1,1,1,0
1091,3,1,1,1,0
1092,31,1,1,1,0
1093,6,1,1,1,0
1094,34,1,1,1,0
1095,21,2,1,2,0
1096,45,3,1,3,0
1097,6,1,1,1,0
1098,27,2,1,2,0
1099,48,10,8,4,0
1100,6,1,1,1,0
1101,27,3,1,3,0
1102,27,1,1,1,0
1103,37,1,1,1,0
1104,6,1,1,1,0
1105,26,2,1,2,0
1106,15,2,1,2,0
1107,6,1,1,1,0
1108,4,1,1,1,0
1109,9,1,1,1,0
1110,4,1,1,1,0
1111,5,1,1,1,0
1112,2,1,1,1,0
1113,4,1,1,1,0
1114,3,1,1,1,0
1115,3,1,1,1,0
1116,131,18,1,18,0
1117,15,1,1,1,0
1118,20,2,1,2,0
1119,15,2,1,2,0
1120,20,2,1,2,0
1121,15,1,1,1,0
1122,15,2,1,2,0
1123,17,2,1,2,0
1124,9,1,1,1,0
1125,1,1,1,1,0
1126,15,1,1,1,0
1127,15,1,1,1,0
1128,19,2,1,2,0
1129,1,1,1,1,0
1130,15,1,1,1,0
1131,2,1,1,1,0
1132,38,3,1,3,0
1133,44,5,3,4,0
1134,4,1,1,1,0
1135,4,1,1,1,0
1136,4,1,1,1,0
1137,4,1,1,1,0
1138,27,1,1,1,0
1139,6,1,1,1,0
1140,29,2,1,2,0
1141,38,1,1,1,0
1142,23,2,1,2,0
1143,15,2,1,2,0
1144,27,2,1,2,0
1145,26,1,1,1,0
1146,24,1,1,1,0
1147,6,1,1,1,0
1148,23,2,1,2,0
1149,21,2,1,2,0
