,loc,v(g),ev(g),iv(g),defects
163,20,2,1,2,1
164,20,2,1,2,1
165,31,6,1,2,1
166,89,21,4,5,1
167,81,9,5,4,1
168,30,2,1,2,1
169,47,11,4,6,1
170,191,27,18,23,1
171,36,7,1,4,1
172,43,12,6,5,1
173,219,31,14,7,1
174,8,1,1,1,1
175,14,3,1,2,1
176,24,2,1,2,1
177,24,2,1,2,1
178,26,2,1,2,1
179,70,5,1,1,1
180,24,4,1,2,1
181,25,4,3,3,1
182,36,2,1,2,1
183,29,4,1,3,1
184,28,7,1,4,1
185,6,1,1,1,1
186,40,5,1,5,1
187,45,8,4,6,1
188,45,7,1,6,1
189,4,1,1,1,1
190,160,18,8,6,1
191,27,4,3,2,1
192,121,22,1,13,1
193,12,2,1,1,1
194,26,2,1,2,1
195,25,6,6,3,1
196,34,9,9,7,1
197,33,9,9,7,1
198,145,10,4,6,1
199,5,1,1,1,1
200,28,7,5,4,1
201,46,8,3,5,1
202,41,10,10,4,1
203,85,18,14,17,1
204,60,16,7,6,1
205,31,7,5,5,1
206,39,8,6,6,1
207,27,6,4,4,1
208,62,16,13,7,1
209,138,35,21,17,1
210,30,8,7,4,1
211,34,9,1,6,1
212,13,4,4,2,1
213,26,34,34,1,1
214,43,11,1,10,1
215,67,11,10,8,1
216,14,4,1,4,1
217,17,5,4,2,1
218,31,4,3,2,1
219,42,7,4,4,1
220,19,2,1,2,1
221,20,3,1,2,1
222,13,5,5,3,1
223,14,3,1,2,1
224,20,4,1,4,1
225,130,25,11,9,1
226,37,6,6,4,1
227,24,8,7,5,1
228,89,9,6,4,1
229,28,9,8,3,1
230,91,11,11,9,1
231,42,6,5,5,1
232,74,8,3,6,1
233,33,4,4,3,1
234,96,11,4,9,1
235,6,1,1,1,1
236,9,3,3,2,1
237,21,7,7,3,1
238,113,19,1,10,1
239,5,1,1,1,1
240,7,2,1,2,1
241,43,4,1,3,1
242,63,12,1,8,1
243,8,1,1,1,1
244,8,1,1,1,1
245,8,1,1,1,1
246,573,38,17,19,1
247,104,13,5,10,1
248,77,8,5,5,1
249,39,4,1,4,1
250,30,4,3,2,1
251,79,7,1,6,1
252,240,40,6,34,1
253,86,12,1,2,1
254,82,15,1,14,1
255,101,22,19,7,1
256,55,12,12,3,1
257,41,5,1,3,1
258,35,12,5,2,1
259,8,1,1,1,1
260,200,25,20,11,1
261,27,2,1,1,1
262,32,3,1,2,1
263,41,7,6,2,1
264,165,16,11,11,1
265,23,4,1,3,1
266,16,3,3,2,1
267,54,7,1,7,1
268,31,1,1,1,1
269,15,1,1,1,1
270,7,1,1,1,1
271,31,12,7,2,1
272,81,24,18,2,1
273,27,8,7,3,1
274,164,5,1,5,1
275,116,2,1,1,1
276,56,5,1,5,1
277,60,8,5,3,1
278,36,4,1,2,1
279,7,1,1,1,1
280,184,9,7,1,1
281,469,2,1,2,1
282,242,3,3,3,1
283,96,1,1,1,1
284,463,94,52,68,1
285,169,5,1,5,1
286,221,1,1,1,1
287,95,22,19,16,1
288,85,4,1,3,1
289,113,1,1,1,1
290,91,2,1,2,1
291,22,3,1,3,1
292,57,7,5,3,1
293,22,2,1,2,1
294,22,2,1,2,1
295,163,5,1,5,1
296,166,1,1,1,1
297,15,1,1,1,1
298,41,5,3,3,1
299,61,26,24,8,1
300,56,6,5,2,1
301,55,6,1,6,1
302,415,9,1,8,1
303,43,2,1,2,1
304,21,6,4,3,1
305,50,6,1,6,1
306,163,5,1,5,1
307,168,5,1,5,1
308,324,6,1,6,1
309,169,5,1,5,1
310,139,5,1,5,1
311,455,23,1,11,1
312,66,3,1,3,1
313,106,3,1,3,1
314,123,2,1,2,1
315,124,7,1,3,1
316,163,5,1,5,1
317,77,1,1,1,1
318,26,2,1,2,1
319,65,7,1,4,1
320,52,6,5,2,1
321,24,4,1,2,1
322,53,10,6,6,1
323,24,5,4,4,1
324,17,2,1,2,1
325,45,1,1,1,1
326,38,3,3,2,1
327,57,3,3,2,1
328,152,3,1,3,1
329,34,7,4,5,1
330,14,1,1,1,1
331,55,4,1,2,1
332,42,5,1,3,1
333,35,4,3,2,1
334,36,4,1,4,1
335,117,18,10,13,1
336,13,3,1,3,1
337,4,1,1,1,1
338,30,4,3,3,1
339,17,2,1,2,1
340,19,3,1,2,1
341,13,3,3,2,1
342,6,1,1,1,1
343,8,1,1,1,1
344,11,1,1,1,1
345,18,2,1,2,1
346,67,11,1,11,1
347,4,1,1,1,1
348,70,9,5,8,1
349,32,5,1,4,1
350,20,5,4,4,1
351,14,4,4,4,1
352,70,7,4,6,1
353,37,6,1,4,1
354,88,14,9,13,1
355,95,5,1,5,1
356,186,28,20,8,1
357,50,11,10,2,1
358,27,5,3,3,1
359,57,5,1,4,1
360,165,22,1,18,1
361,35,3,1,3,1
362,24,3,1,3,1
363,67,12,7,6,1
364,23,4,1,4,1
365,74,12,10,5,1
366,10,2,1,2,1
367,50,8,1,7,1
368,52,9,5,9,1
369,18,2,1,2,1
370,31,12,12,11,1
371,94,12,1,10,1
372,5,1,1,1,1
373,19,6,1,3,1
374,4,1,1,1,1
375,33,1,1,1,1
376,36,2,1,2,1
377,41,7,6,5,1
378,23,2,1,2,1
379,591,88,44,51,1
380,10,1,1,1,1
381,5,1,1,1,1
382,115,2,1,1,1
383,113,16,9,10,1
384,17,3,1,1,1
385,200,52,13,37,1
386,18,2,1,2,1
387,35,4,1,4,1
388,84,22,6,9,1
389,36,4,1,4,1
390,65,9,7,5,1
391,9,3,3,2,1
392,13,3,1,3,1
393,5,1,1,1,1
394,20,7,7,3,1
395,30,6,5,5,1
396,45,5,1,4,1
397,15,4,4,2,1
398,107,14,7,9,1
399,54,8,3,5,1
400,112,20,15,7,1
401,246,46,39,13,1
402,48,8,7,5,1
403,18,1,1,1,1
404,31,5,1,5,1
405,14,2,1,2,1
406,14,2,1,2,1
407,34,5,3,5,1
408,16,2,1,2,1
409,21,2,1,2,1
410,6,1,1,1,1
411,45,5,1,5,1
412,7,1,1,1,1
413,21,2,1,2,1
414,6,1,1,1,1
415,7,1,1,1,1
416,14,2,1,1,1
417,5,1,1,1,1
418,63,7,4,5,1
419,12,2,1,2,1
420,26,6,5,2,1
421,46,12,11,8,1
422,37,10,9,3,1
423,24,10,8,2,1
424,36,6,4,5,1
425,14,2,1,2,1
426,12,2,1,2,1
427,8,1,1,1,1
428,60,8,4,7,1
429,41,4,3,3,1
430,5,1,1,1,1
431,16,2,1,1,1
432,4,1,1,1,1
433,24,6,6,2,1
434,44,5,4,3,1
435,367,48,7,44,1
436,29,5,1,3,1
437,29,5,1,3,1
438,34,5,1,3,1
439,49,6,1,4,1
440,33,4,1,4,1
441,52,9,9,6,1
442,41,5,1,5,1
443,40,2,1,1,1
444,31,2,1,1,1
445,7,1,1,1,1
446,44,5,5,4,1
447,30,4,1,1,1
448,51,16,9,3,1
449,22,2,1,2,1
450,35,3,1,3,1
451,33,2,1,2,1
452,112,48,44,9,1
453,4,1,1,1,1
454,13,2,1,1,1
455,15,2,1,2,1
456,12,2,1,2,1
457,115,14,1,7,1
458,10,1,1,1,1
459,44,8,8,3,1
460,41,5,1,4,1
461,169,21,1,13,1
462,112,18,3,2,1
463,100,6,1,6,1
464,133,10,1,5,1
465,19,2,1,1,1
466,19,2,1,1,1
467,28,1,1,1,1
468,78,13,4,13,1
469,63,5,1,5,1
470,52,4,1,4,1
471,54,6,1,6,1
472,96,7,4,3,1
473,123,28,9,3,1
474,86,46,46,18,1
475,122,41,22,1,1
476,17,13,13,13,1
477,14,2,1,2,1
478,50,15,15,1,1
479,24,15,13,2,1
480,28,9,9,5,1
481,16,3,3,1,1
482,5,1,1,1,1
483,18,2,1,2,1
484,20,10,7,4,1
485,5,1,1,1,1
486,60,11,5,3,1
487,23,8,8,2,1
488,27,5,5,1,1
489,69,11,7,5,1
490,28,9,9,2,1
491,14,10,10,2,1
492,15,10,10,2,1
493,54,17,7,1,1
494,40,3,1,2,1
495,78,12,1,7,1
496,24,2,1,2,1
497,28,5,1,5,1
498,24,10,10,10,1
499,24,5,1,2,1
500,143,15,1,3,1
501,21,5,1,1,1
502,28,13,13,13,1
503,24,5,1,2,1
504,24,3,1,2,1
505,5,1,1,1,1
506,107,31,1,2,1
507,30,2,1,2,1
508,31,2,1,2,1
509,11,2,1,2,1
510,16,2,1,2,1
511,22,3,1,3,1
512,130,13,1,8,1
513,121,13,1,8,1
514,28,3,1,3,1
515,71,1,1,1,1
516,97,5,1,5,1
517,58,9,9,2,1
518,18,3,1,2,1
519,60,19,5,10,1
520,16,2,1,2,1
521,4,1,1,1,1
522,87,6,4,4,1
523,129,7,1,4,1
524,76,11,8,6,1
525,83,8,6,6,1
526,125,15,6,11,1
527,129,16,6,11,1
528,128,16,6,11,1
529,129,16,6,11,1
530,130,17,6,12,1
531,92,8,1,6,1
532,92,22,15,11,1
533,70,15,12,5,1
534,90,23,21,11,1
535,68,20,18,9,1
536,89,21,19,10,1
537,97,23,21,11,1
538,83,21,19,10,1
539,27,5,3,3,1
540,48,12,10,1,1
541,351,30,25,18,1
542,48,11,1,11,1
543,80,12,5,3,1
544,4,1,1,1,1
545,4,1,1,1,1
546,6,2,1,1,1
547,4,1,1,1,1
548,6,1,1,1,1
549,16,4,3,2,1
550,4,1,1,1,1
551,87,4,3,3,1
552,77,10,7,3,1
553,37,7,7,4,1
554,27,6,4,4,1
555,32,6,6,3,1
556,7,1,1,1,1
557,26,4,3,2,1
558,13,3,3,2,1
559,23,4,3,2,1
560,74,13,7,3,1
561,34,2,1,2,1
562,28,3,1,3,1
563,4,1,1,1,1
564,4,1,1,1,1
565,29,4,4,3,1
566,24,5,1,5,1
567,23,5,1,2,1
568,32,6,1,1,1
569,87,13,9,2,1
570,24,6,6,2,1
571,21,3,1,1,1
572,23,3,1,2,1
573,97,27,25,6,1
574,52,7,1,5,1
575,43,15,11,6,1
576,36,12,4,3,1
577,126,10,6,5,1
578,45,11,3,3,1
579,11,2,1,2,1
580,13,1,1,1,1
581,4,1,1,1,1
582,35,8,8,2,1
583,23,1,1,1,1
584,24,1,1,1,1
585,26,5,1,2,1
586,13,1,1,1,1
587,33,5,1,2,1
588,21,3,1,3,1
589,11,1,1,1,1
590,15,2,1,2,1
591,38,29,17,14,1
592,38,29,17,14,1
593,187,17,15,7,1
594,34,4,1,4,1
595,55,4,1,4,1
596,23,3,1,3,1
597,23,3,1,3,1
598,9,2,1,2,1
599,102,21,21,17,1
600,37,3,3,3,1
601,39,7,5,5,1
602,27,3,1,3,1
603,126,9,1,9,1
604,38,9,1,9,1
605,20,4,1,2,1
606,42,6,5,3,1
607,66,16,13,1,1
608,71,5,1,4,1
609,28,8,7,1,1
610,36,6,6,3,1
611,49,3,1,2,1
612,6,1,1,1,1
613,7,2,1,1,1
614,92,19,14,5,1
615,20,5,4,3,1
616,27,3,1,2,1
617,55,6,4,4,1
618,8,1,1,1,1
619,26,3,1,2,1
620,55,4,3,1,1
621,69,2,1,2,1
622,10,2,1,2,1
623,52,3,1,3,1
624,15,2,1,2,1
625,139,12,1,6,1
626,25,3,1,2,1
627,14,1,1,1,1
628,8,1,1,1,1
629,406,33,1,33,1
630,92,15,5,12,1
631,69,9,1,6,1
632,87,1,1,1,1
633,58,1,1,1,1
634,64,1,1,1,1
635,61,2,1,2,1
636,33,7,5,4,1
637,8,2,1,2,1
638,48,9,8,4,1
639,87,10,9,5,1
640,26,3,1,3,1
641,7,3,1,3,1
642,11,1,1,1,1
643,31,3,1,3,1
644,129,16,3,7,1
645,20,11,1,2,1
646,20,7,7,2,1
647,12,4,4,3,1
648,63,9,5,2,1
649,18,2,1,1,1
650,27,10,10,5,1
651,17,2,1,1,1
652,17,2,1,1,1
653,35,10,9,7,1
654,18,4,4,3,1
655,69,22,21,6,1
656,12,3,3,1,1
657,12,2,1,1,1
658,26,5,5,1,1
659,73,15,14,15,1
660,70,8,1,7,1
661,53,6,4,5,1
662,46,2,1,2,1
663,41,7,1,5,1
664,214,13,1,10,1
665,167,13,1,13,1
666,21,3,1,2,1
667,34,9,1,4,1
668,15,2,1,2,1
669,28,5,1,3,1
670,148,14,8,9,1
671,42,7,1,5,1
672,145,19,12,18,1
673,54,3,1,2,1
674,34,9,4,7,1
675,40,3,1,3,1
676,43,8,5,4,1
677,97,33,30,11,1
678,74,7,1,6,1
679,28,4,1,2,1
680,32,9,1,1,1
681,81,15,10,14,1
682,11,2,1,2,1
683,11,2,1,2,1
684,7,1,1,1,1
685,99,20,20,2,1
686,7,2,1,1,1
687,12,5,5,1,1
688,26,1,1,1,1
689,80,14,1,12,1
690,96,5,1,3,1
691,24,2,1,2,1
692,78,13,4,6,1
693,269,75,63,42,1
694,234,23,16,15,1
695,31,4,1,3,1
696,32,4,1,3,1
697,42,15,10,7,1
698,115,19,17,14,1
699,34,6,6,3,1
700,53,10,8,4,1
701,29,3,1,3,1
702,10,2,1,2,1
703,11,2,1,2,1
704,38,5,3,5,1
705,23,3,1,3,1
706,7,2,1,2,1
707,14,6,1,6,1
708,36,6,5,5,1
709,16,2,1,2,1
710,42,7,1,4,1
711,15,2,1,2,1
712,15,2,1,2,1
713,15,3,1,3,1
714,15,3,1,3,1
715,50,11,7,6,1
716,12,2,1,2,1
717,294,117,117,113,1
718,40,7,1,5,1
719,10,6,6,2,1
720,80,11,9,11,1
721,79,3,1,3,1
722,73,10,3,7,1
723,78,9,4,8,1
724,23,2,1,2,1
725,49,7,7,7,1
726,76,3,1,3,1
727,70,4,4,3,1
728,162,27,5,15,1
729,44,16,13,5,1
730,30,5,1,4,1
731,22,3,1,1,1
732,17,3,1,1,1
733,84,11,10,7,1
734,91,11,3,10,1
735,65,12,8,9,1
736,39,8,3,5,1
737,32,4,1,3,1
738,159,10,1,2,1
739,33,2,1,2,1
740,57,12,10,10,1
741,27,2,1,2,1
742,37,2,1,2,1
743,286,85,1,83,1
744,29,3,1,3,1
745,12,2,1,2,1
746,35,12,6,6,1
747,19,1,1,1,1
748,15,6,4,3,1
749,101,18,12,8,1
750,151,20,12,16,1
751,67,22,19,22,1
752,205,49,40,49,1
753,93,15,7,12,1
754,74,5,4,3,1
755,48,5,5,5,1
756,115,17,11,17,1
757,39,8,3,5,1
758,32,5,1,5,1
759,47,8,7,6,1
760,17,2,1,2,1
761,272,28,17,22,1
762,111,13,1,7,1
763,36,2,1,2,1
764,31,5,1,4,1
765,33,3,1,3,1
766,53,6,1,4,1
767,57,7,1,4,1
768,33,3,1,2,1
769,465,68,17,12,1
770,108,14,3,11,1
771,84,11,10,7,1
772,19,3,3,2,1
773,126,64,61,45,1
774,17,3,3,2,1
775,36,6,1,5,1
776,58,10,1,10,1
777,44,7,4,7,1
778,133,36,25,30,1
779,18,3,1,3,1
780,82,24,20,3,1
781,12,4,1,2,1
782,87,21,16,10,1
783,7,2,1,2,1
784,7,2,1,2,1
785,23,2,1,2,1
786,17,2,1,2,1
787,14,2,1,2,1
788,19,2,1,2,1
789,40,11,10,11,1
790,18,2,1,2,1
791,35,3,1,3,1
792,103,17,14,12,1
793,28,13,13,13,1
794,119,51,50,50,1
795,12,4,1,2,1
796,126,111,111,67,1
797,36,5,1,4,1
798,33,2,1,2,1
799,34,5,1,4,1
800,17,5,3,3,1
801,68,17,15,7,1
802,20,3,1,2,1
803,7,1,1,1,1
804,32,7,5,6,1
805,12,4,1,2,1
806,12,2,1,2,1
807,101,17,14,14,1
808,12,4,1,2,1
809,146,50,4,34,1
810,81,6,1,6,1
811,12,4,1,2,1
812,234,45,1,45,1
813,42,5,1,5,1
814,249,51,25,40,1
815,225,55,36,33,1
816,12,4,1,2,1
817,19,5,3,2,1
818,44,12,10,9,1
819,7,2,1,2,1
820,43,4,1,4,1
821,12,4,1,2,1
822,228,31,16,24,1
823,95,17,7,15,1
824,118,14,4,13,1
825,20,2,1,2,1
826,7,2,1,2,1
827,12,4,1,2,1
828,17,3,1,2,1
829,9,1,1,1,1
830,8,1,1,1,1
831,12,2,1,2,1
832,8,1,1,1,1
833,24,3,1,3,1
834,12,4,1,2,1
835,12,4,1,2,1
836,123,29,21,18,1
837,52,14,14,14,1
838,40,4,1,3,1
839,12,4,1,2,1
840,24,5,1,3,1
841,8,2,1,2,1
842,8,2,1,2,1
843,8,2,1,2,1
844,8,2,1,2,1
845,47,9,1,7,1
846,38,3,1,3,1
847,162,2,1,2,1
848,237,36,11,16,1
849,100,25,16,20,1
850,71,6,1,5,1
851,61,13,11,10,1
852,45,12,8,4,1
853,11,3,1,3,1
854,526,80,31,60,1
855,63,13,11,8,1
856,25,5,4,2,1
857,19,3,1,3,1
858,51,4,1,4,1
859,8,2,1,2,1
860,11,1,1,1,1
861,4,1,1,1,1
862,33,4,3,2,1
863,16,3,1,2,1
864,22,6,3,2,1
865,13,1,1,1,1
866,21,7,7,3,1
867,48,7,1,7,1
868,18,2,1,1,1
869,14,4,3,2,1
870,84,13,9,4,1
871,6,1,1,1,1
872,10,2,1,2,1
873,23,3,1,3,1
874,8,1,1,1,1
875,7,2,1,2,1
876,35,9,1,6,1
877,23,5,1,3,1
878,12,2,1,1,1
879,36,10,8,6,1
880,502,95,19,63,1
881,32,5,1,4,1
882,58,7,1,5,1
883,97,12,11,6,1
884,4,1,1,1,1
885,74,16,1,15,1
886,8,1,1,1,1
887,72,16,1,1,1
888,41,16,7,2,1
889,15,1,1,1,1
890,17,2,1,1,1
891,37,33,25,11,1
892,71,17,13,14,1
893,37,5,5,3,1
894,62,11,7,7,1
895,28,3,1,3,1
896,23,3,1,3,1
897,72,11,1,8,1
898,77,14,7,10,1
899,119,22,12,8,1
900,54,11,10,4,1
901,64,9,1,7,1
902,156,22,15,16,1
903,25,3,1,3,1
904,89,11,5,8,1
905,22,5,1,4,1
906,22,3,1,1,1
907,23,6,6,1,1
908,17,3,1,2,1
909,80,9,8,5,1
910,111,12,9,7,1
911,112,12,9,7,1
912,75,10,7,5,1
913,79,10,7,5,1
914,12,2,1,1,1
915,47,9,6,3,1
916,47,5,3,1,1
917,23,2,1,1,1
918,98,19,16,2,1
919,161,25,23,15,1
920,115,8,1,7,1
921,4,3,3,1,1
922,84,15,8,8,1
923,88,12,8,5,1
924,11,5,5,1,1
925,26,4,3,3,1
926,72,3,1,3,1
927,46,10,9,3,1
928,24,5,3,3,1
929,6,1,1,1,1
930,20,2,1,1,1
931,15,3,1,2,1
932,8,1,1,1,1
933,121,19,1,19,1
934,53,6,3,3,1
935,6,1,1,1,1
936,15,3,1,2,1
937,14,3,1,2,1
938,12,1,1,1,1
939,34,7,6,3,1
940,69,14,9,10,1
941,136,42,32,35,1
942,82,19,12,13,1
943,24,3,1,3,1
944,46,4,4,4,1
945,35,1,1,1,1
946,70,13,9,3,1
947,94,11,7,9,1
948,17,3,1,3,1
949,19,4,1,4,1
950,16,2,1,2,1
951,20,3,1,3,1
952,51,1,1,1,1
953,28,2,1,2,1
954,35,7,6,3,1
955,14,3,1,2,1
956,34,7,1,5,1
957,14,1,1,1,1
958,25,3,1,2,1
959,26,3,1,1,1
960,26,2,1,1,1
961,70,9,4,7,1
962,17,3,1,3,1
963,20,3,1,3,1
964,34,7,6,3,1
965,34,7,6,3,1
966,34,7,6,3,1
967,19,3,1,2,1
968,37,5,1,4,1
969,20,2,1,2,1
970,17,1,1,1,1
971,21,3,1,3,1
972,39,3,1,3,1
973,37,1,1,1,1
974,10,2,1,2,1
975,32,3,1,3,1
976,24,3,1,3,1
977,10,2,1,2,1
978,20,10,6,7,1
979,21,4,1,4,1
980,91,7,1,4,1
981,50,7,1,4,1
982,24,3,1,2,1
983,5,1,1,1,1
984,35,5,4,5,1
985,150,28,22,12,1
986,113,25,23,11,1
987,17,3,1,2,1
988,22,3,1,3,1
989,168,26,22,20,1
990,87,24,1,19,1
991,231,22,3,9,1
992,25,2,1,2,1
993,19,3,1,1,1
994,181,37,21,11,1
995,45,4,3,3,1
996,20,2,1,2,1
997,54,6,4,5,1
998,5,1,1,1,1
999,4,1,1,1,1
1000,4,1,1,1,1
1001,4,1,1,1,1
1002,4,1,1,1,1
1003,51,7,5,7,1
1004,423,32,11,29,1
1005,5,1,1,1,1
1006,19,1,1,1,1
1007,6,1,1,1,1
1008,19,1,1,1,1
1009,10,1,1,1,1
1010,31,2,1,2,1
1011,34,7,5,4,1
1012,78,9,4,8,1
1013,77,9,4,8,1
1014,6,1,1,1,1
1015,14,1,1,1,1
1016,22,2,1,2,1
1017,33,7,1,5,1
1018,110,17,1,3,1
1019,20,3,1,2,1
1020,54,6,4,5,1
1021,6,1,1,1,1
1022,7,1,1,1,1
1023,67,5,1,4,1
1024,18,4,4,1,1
1025,13,2,1,2,1
1026,64,13,13,2,1
1027,5,1,1,1,1
1028,29,2,1,2,1
1029,28,2,1,2,1
1030,39,6,1,5,1
1031,155,23,8,8,1
1032,5,1,1,1,1
1033,10,2,1,2,1
1034,41,5,1,5,1
1035,321,45,18,16,1
1036,13,1,1,1,1
1037,39,6,1,4,1
1038,78,12,7,5,1
1039,14,2,1,1,1
1040,10,2,1,2,1
1041,9,2,1,2,1
1042,51,7,1,6,1
1043,24,5,3,2,1
1044,121,24,17,9,1
1045,128,22,16,12,1
1046,90,11,7,7,1
1047,49,9,5,5,1
1048,70,6,1,5,1
1049,9,2,1,2,1
1050,65,12,4,7,1
1051,13,2,1,2,1
1052,11,2,1,2,1
1053,19,5,5,2,1
1054,14,3,1,3,1
1055,24,3,1,3,1
1056,19,3,1,1,1
1057,21,2,1,1,1
1058,41,5,1,5,1
1059,11,2,1,1,1
1060,15,3,1,3,1
1061,115,18,13,18,1
1062,41,6,5,2,1
1063,5,1,1,1,1
1064,21,2,1,2,1
1065,48,6,1,6,1
1066,6,1,1,1,1
1067,16,1,1,1,1
1068,46,10,8,1,1
1069,79,14,1,14,1
1070,8,1,1,1,1
1071,60,14,1,2,1
1072,73,7,1,7,1
1073,177,18,14,7,1
1074,20,1,1,1,1
1075,9,1,1,1,1
1076,25,5,5,2,1
1077,5,1,1,1,1
1078,25,5,1,4,1
1079,23,6,1,3,1
1080,44,10,8,3,1
1081,45,8,1,8,1
1082,21,2,1,1,1
1083,33,6,1,3,1
1084,61,14,1,9,1
1085,19,3,1,3,1
1086,20,1,1,1,1
1087,36,10,8,9,1
1088,70,12,8,7,1
1089,124,18,10,5,1
1090,16,3,1,2,1
1091,29,3,3,1,1
1092,55,11,3,10,1
1093,15,3,1,1,1
1094,33,7,1,1,1
1095,108,6,1,4,1
1096,71,3,1,3,1
1097,99,13,5,10,1
1098,39,8,8,6,1
1099,44,10,10,6,1
1100,83,22,9,22,1
1101,15,4,4,3,1
1102,36,15,1,1,1
1103,229,18,12,9,1
1104,106,8,1,8,1
1105,18,1,1,1,1
1106,171,18,1,14,1
1107,18,1,1,1,1
1108,10,1,1,1,1
1109,258,41,1,2,1
1110,17,2,1,2,1
1111,59,1,1,1,1
1112,344,16,4,15,1
1113,18,1,1,1,1
1114,173,19,1,12,1
1115,70,6,1,5,1
1116,89,8,1,3,1
1117,17,5,3,3,1
1118,191,32,12,20,1
1119,101,8,1,8,1
1120,12,2,1,2,1
1121,74,6,1,5,1
1122,109,9,3,7,1
1123,163,33,15,15,1
1124,17,3,1,3,1
1125,60,9,3,4,1
1126,172,35,23,20,1
1127,19,2,1,2,1
1128,59,7,3,4,1
1129,85,11,10,8,1
1130,29,5,5,3,1
1131,43,3,1,3,1
1132,75,10,5,4,1
1133,68,11,9,7,1
1134,98,18,15,10,1
1135,113,17,13,13,1
1136,74,12,9,6,1
1137,50,7,3,4,1
1138,14,3,1,1,1
1139,10,1,1,1,1
1140,22,4,4,1,1
1141,22,2,1,2,1
1142,50,7,1,4,1
1143,16,2,1,2,1
1144,17,1,1,1,1
1145,25,2,1,2,1
1146,39,10,1,1,1
1147,231,20,7,5,1
1148,61,8,4,7,1
1149,52,4,3,3,1
