,loc,v(g),ev(g),iv(g),defects
192,6.0,1.0,1.0,1.0,False
193,6.0,1.0,1.0,1.0,False
194,41.0,8.0,7.0,7.0,False
195,56.0,7.0,3.0,6.0,False
196,60.0,7.0,4.0,6.0,False
197,55.0,12.0,9.0,9.0,False
198,4.0,1.0,1.0,1.0,False
199,33.0,6.0,4.0,4.0,False
200,58.0,13.0,3.0,5.0,False
201,19.0,3.0,3.0,2.0,False
202,8.0,2.0,1.0,2.0,False
203,18.0,2.0,1.0,2.0,False
204,26.0,5.0,1.0,2.0,False
205,29.0,2.0,1.0,2.0,False
206,16.0,4.0,3.0,2.0,False
207,6.0,1.0,1.0,1.0,False
208,29.0,3.0,1.0,3.0,False
209,4.0,1.0,1.0,1.0,False
210,4.0,1.0,1.0,1.0,False
211,2.0,1.0,1.0,1.0,False
212,4.0,1.0,1.0,1.0,False
213,4.0,1.0,1.0,1.0,False
214,2.0,1.0,1.0,1.0,False
215,4.0,1.0,1.0,1.0,False
216,4.0,1.0,1.0,1.0,False
217,4.0,1.0,1.0,1.0,False
218,4.0,1.0,1.0,1.0,False
219,4.0,1.0,1.0,1.0,False
220,4.0,1.0,1.0,1.0,False
221,4.0,1.0,1.0,1.0,False
222,4.0,1.0,1.0,1.0,False
223,6.0,3.0,1.0,1.0,False
224,4.0,1.0,1.0,1.0,False
225,4.0,1.0,1.0,1.0,False
226,4.0,1.0,1.0,1.0,False
227,4.0,1.0,1.0,1.0,False
228,4.0,1.0,1.0,1.0,False
229,4.0,1.0,1.0,1.0,False
230,4.0,1.0,1.0,1.0,False
231,4.0,1.0,1.0,1.0,False
232,4.0,1.0,1.0,1.0,False
233,4.0,1.0,1.0,1.0,False
234,6.0,3.0,1.0,1.0,False
235,4.0,1.0,1.0,1.0,False
236,4.0,1.0,1.0,1.0,False
237,4.0,1.0,1.0,1.0,False
238,6.0,1.0,1.0,1.0,False
239,4.0,1.0,1.0,1.0,False
240,4.0,1.0,1.0,1.0,False
241,20.0,2.0,1.0,2.0,False
242,6.0,1.0,1.0,1.0,False
243,36.0,8.0,8.0,5.0,False
244,4.0,1.0,1.0,1.0,False
245,2.0,1.0,1.0,1.0,False
246,4.0,1.0,1.0,1.0,False
247,4.0,1.0,1.0,1.0,False
248,29.0,3.0,1.0,3.0,False
249,4.0,1.0,1.0,1.0,False
250,44.0,9.0,4.0,4.0,False
251,4.0,1.0,1.0,1.0,False
252,4.0,1.0,1.0,1.0,False
253,4.0,1.0,1.0,1.0,False
254,2.0,1.0,1.0,1.0,False
255,4.0,1.0,1.0,1.0,False
256,4.0,1.0,1.0,1.0,False
257,4.0,1.0,1.0,1.0,False
258,5.0,1.0,1.0,1.0,False
259,7.0,1.0,1.0,1.0,False
260,7.0,4.0,1.0,1.0,False
261,138.0,20.0,18.0,15.0,False
262,4.0,1.0,1.0,1.0,False
263,2.0,1.0,1.0,1.0,False
264,10.0,1.0,1.0,1.0,False
265,4.0,1.0,1.0,1.0,False
266,21.0,2.0,1.0,2.0,False
267,4.0,1.0,1.0,1.0,False
268,4.0,1.0,1.0,1.0,False
269,7.0,4.0,1.0,1.0,False
270,20.0,2.0,1.0,2.0,False
271,4.0,1.0,1.0,1.0,False
272,5.0,1.0,1.0,1.0,False
273,33.0,4.0,3.0,4.0,False
274,4.0,1.0,1.0,1.0,False
275,94.0,12.0,5.0,7.0,False
276,5.0,1.0,1.0,1.0,False
277,8.0,1.0,1.0,1.0,False
278,12.0,2.0,1.0,2.0,False
279,12.0,2.0,1.0,2.0,False
280,5.0,1.0,1.0,1.0,False
281,5.0,1.0,1.0,1.0,False
282,51.0,6.0,1.0,5.0,False
283,10.0,2.0,1.0,1.0,False
284,88.0,8.0,4.0,6.0,False
285,47.0,7.0,6.0,6.0,False
286,44.0,6.0,6.0,6.0,False
287,41.0,7.0,1.0,6.0,False
288,21.0,3.0,3.0,2.0,False
289,6.0,2.0,1.0,1.0,False
290,4.0,1.0,1.0,1.0,False
291,2.0,1.0,1.0,1.0,False
292,4.0,1.0,1.0,1.0,False
293,4.0,1.0,1.0,1.0,False
294,4.0,1.0,1.0,1.0,False
295,4.0,1.0,1.0,1.0,False
296,10.0,5.0,1.0,1.0,False
297,20.0,2.0,1.0,2.0,False
298,241.0,20.0,4.0,20.0,False
299,2.0,1.0,1.0,1.0,False
300,66.0,13.0,3.0,7.0,False
301,4.0,1.0,1.0,1.0,False
302,4.0,1.0,1.0,1.0,False
303,10.0,2.0,1.0,1.0,False
304,11.0,1.0,1.0,1.0,False
305,12.0,2.0,1.0,2.0,False
306,144.0,14.0,7.0,11.0,False
307,11.0,2.0,1.0,2.0,False
308,22.0,3.0,1.0,3.0,False
309,11.0,2.0,1.0,2.0,False
310,10.0,2.0,1.0,1.0,False
311,30.0,2.0,1.0,2.0,False
312,43.0,4.0,3.0,4.0,False
313,83.0,7.0,1.0,6.0,False
314,4.0,1.0,1.0,1.0,False
315,106.0,12.0,7.0,8.0,False
316,3.0,1.0,1.0,1.0,False
317,11.0,2.0,1.0,2.0,False
318,11.0,2.0,1.0,2.0,False
319,4.0,1.0,1.0,1.0,False
320,6.0,1.0,1.0,1.0,False
321,18.0,2.0,1.0,2.0,False
322,20.0,3.0,3.0,3.0,False
323,7.0,3.0,1.0,1.0,False
324,100.0,9.0,1.0,8.0,False
325,28.0,2.0,1.0,2.0,False
326,10.0,2.0,1.0,2.0,False
327,30.0,5.0,3.0,4.0,False
328,20.0,4.0,3.0,3.0,False
329,23.0,3.0,1.0,3.0,False
330,12.0,2.0,1.0,2.0,False
331,20.0,3.0,1.0,2.0,False
332,28.0,2.0,1.0,2.0,False
333,28.0,2.0,1.0,2.0,False
334,3.0,1.0,1.0,1.0,False
335,78.0,5.0,1.0,5.0,False
336,14.0,2.0,1.0,2.0,False
337,10.0,2.0,1.0,2.0,False
338,8.0,1.0,1.0,1.0,False
339,29.0,3.0,1.0,3.0,False
340,3.0,1.0,1.0,1.0,False
341,21.0,2.0,1.0,2.0,False
342,13.0,2.0,1.0,2.0,False
343,43.0,5.0,1.0,4.0,False
344,12.0,2.0,1.0,2.0,False
345,18.0,5.0,1.0,2.0,False
346,4.0,1.0,1.0,1.0,False
347,3.0,1.0,1.0,1.0,False
348,7.0,1.0,1.0,1.0,False
349,33.0,6.0,1.0,2.0,False
350,43.0,3.0,1.0,3.0,False
351,7.0,1.0,1.0,1.0,False
352,52.0,4.0,1.0,3.0,False
353,48.0,3.0,1.0,3.0,False
354,47.0,3.0,1.0,3.0,False
355,30.0,5.0,1.0,4.0,False
356,91.0,8.0,6.0,7.0,False
357,70.0,6.0,1.0,4.0,False
358,28.0,5.0,1.0,2.0,False
359,4.0,1.0,1.0,1.0,False
360,108.0,11.0,1.0,8.0,False
361,4.0,2.0,1.0,1.0,False
362,5.0,1.0,1.0,1.0,False
363,174.0,29.0,7.0,14.0,False
364,100.0,8.0,1.0,8.0,False
365,64.0,5.0,1.0,5.0,False
366,55.0,13.0,1.0,13.0,False
367,59.0,5.0,1.0,4.0,False
368,71.0,11.0,1.0,6.0,False
369,30.0,6.0,1.0,3.0,False
370,33.0,6.0,1.0,3.0,False
371,49.0,4.0,1.0,2.0,False
372,4.0,1.0,1.0,1.0,False
373,29.0,5.0,1.0,3.0,False
374,50.0,3.0,1.0,3.0,False
375,62.0,6.0,3.0,5.0,False
376,19.0,4.0,1.0,1.0,False
377,33.0,2.0,1.0,2.0,False
378,5.0,1.0,1.0,1.0,False
379,32.0,4.0,1.0,2.0,False
380,4.0,1.0,1.0,1.0,False
381,7.0,1.0,1.0,1.0,False
382,7.0,1.0,1.0,1.0,False
383,7.0,1.0,1.0,1.0,False
384,6.0,1.0,1.0,1.0,False
385,4.0,1.0,1.0,1.0,False
386,8.0,1.0,1.0,1.0,False
387,6.0,2.0,1.0,2.0,False
388,6.0,1.0,1.0,1.0,False
389,4.0,1.0,1.0,1.0,False
390,6.0,1.0,1.0,1.0,False
391,4.0,1.0,1.0,1.0,False
392,46.0,9.0,6.0,7.0,False
393,17.0,4.0,1.0,3.0,False
394,48.0,15.0,1.0,7.0,False
395,13.0,2.0,1.0,2.0,False
396,30.0,3.0,1.0,3.0,False
397,11.0,2.0,1.0,2.0,False
398,13.0,2.0,1.0,2.0,False
399,29.0,4.0,1.0,4.0,False
400,60.0,5.0,1.0,5.0,False
401,5.0,2.0,1.0,1.0,False
402,47.0,3.0,1.0,3.0,False
403,38.0,4.0,1.0,4.0,False
404,46.0,4.0,1.0,4.0,False
405,2.0,1.0,1.0,1.0,False
406,8.0,1.0,1.0,1.0,False
407,4.0,1.0,1.0,1.0,False
408,4.0,1.0,1.0,1.0,False
409,20.0,4.0,3.0,3.0,False
410,2.0,1.0,1.0,1.0,False
411,9.0,1.0,1.0,1.0,False
412,9.0,1.0,1.0,1.0,False
413,54.0,7.0,3.0,7.0,False
414,6.0,1.0,1.0,1.0,False
415,4.0,1.0,1.0,1.0,False
416,94.0,6.0,1.0,6.0,False
417,109.0,8.0,1.0,8.0,False
418,16.0,4.0,3.0,2.0,False
419,1.0,1.0,1.0,1.0,False
420,55.0,10.0,1.0,6.0,False
421,149.0,30.0,16.0,27.0,True
422,133.0,21.0,9.0,12.0,True
423,130.0,14.0,6.0,11.0,True
424,120.0,18.0,16.0,12.0,True
425,1275.0,180.0,125.0,143.0,True
426,107.0,9.0,4.0,7.0,True
427,105.0,16.0,14.0,11.0,True
428,517.0,86.0,35.0,46.0,True
429,102.0,14.0,1.0,10.0,True
430,102.0,21.0,8.0,10.0,True
431,97.0,7.0,3.0,6.0,True
432,275.0,24.0,18.0,21.0,True
433,89.0,13.0,6.0,7.0,True
434,80.0,19.0,9.0,12.0,True
435,76.0,9.0,5.0,6.0,True
436,148.0,16.0,8.0,11.0,True
437,143.0,26.0,13.0,21.0,True
438,140.0,22.0,17.0,18.0,True
439,70.0,5.0,1.0,5.0,True
440,67.0,5.0,1.0,5.0,True
441,63.0,8.0,7.0,7.0,True
442,61.0,4.0,1.0,3.0,True
443,61.0,8.0,7.0,7.0,True
444,60.0,9.0,5.0,5.0,True
445,59.0,9.0,5.0,6.0,True
446,59.0,7.0,7.0,5.0,True
447,57.0,8.0,8.0,8.0,True
448,56.0,4.0,1.0,4.0,True
449,110.0,12.0,10.0,12.0,True
450,54.0,4.0,1.0,3.0,True
451,269.0,47.0,8.0,31.0,True
452,52.0,7.0,1.0,4.0,True
453,51.0,6.0,4.0,6.0,True
454,101.0,11.0,4.0,8.0,True
455,99.0,9.0,5.0,5.0,True
456,194.0,23.0,1.0,11.0,True
457,94.0,20.0,17.0,15.0,True
458,46.0,7.0,1.0,4.0,True
459,46.0,3.0,1.0,2.0,True
460,137.0,19.0,5.0,16.0,True
461,91.0,8.0,7.0,7.0,True
462,591.0,87.0,34.0,61.0,True
463,45.0,9.0,6.0,7.0,True
464,42.0,3.0,1.0,3.0,True
465,42.0,4.0,1.0,3.0,True
466,122.0,6.0,5.0,5.0,True
467,80.0,8.0,1.0,6.0,True
468,76.0,10.0,4.0,7.0,True
469,72.0,12.0,5.0,6.0,True
470,36.0,5.0,1.0,2.0,True
471,143.0,14.0,6.0,10.0,True
472,70.0,11.0,1.0,9.0,True
473,35.0,5.0,1.0,4.0,True
474,104.0,17.0,5.0,11.0,True
475,34.0,6.0,6.0,6.0,True
476,102.0,10.0,8.0,9.0,True
477,33.0,6.0,1.0,3.0,True
478,63.0,5.0,1.0,4.0,True
479,61.0,7.0,1.0,4.0,True
480,58.0,4.0,1.0,3.0,True
481,113.0,14.0,8.0,12.0,True
482,139.0,32.0,16.0,10.0,True
483,55.0,4.0,1.0,3.0,True
484,210.0,5.0,1.0,3.0,True
485,72.0,4.0,1.0,4.0,True
486,24.0,1.0,1.0,1.0,True
487,118.0,3.0,1.0,2.0,True
488,227.0,27.0,7.0,16.0,True
489,45.0,9.0,1.0,4.0,True
490,112.0,19.0,11.0,15.0,True
491,44.0,2.0,1.0,2.0,True
492,43.0,3.0,1.0,3.0,True
493,43.0,6.0,5.0,5.0,True
494,39.0,7.0,1.0,4.0,True
495,58.0,10.0,5.0,6.0,True
496,37.0,8.0,1.0,4.0,True
497,18.0,2.0,1.0,2.0,True
498,49.0,4.0,1.0,4.0,True
499,65.0,6.0,1.0,6.0,True
500,32.0,6.0,1.0,6.0,True
501,15.0,2.0,1.0,1.0,True
502,88.0,10.0,6.0,6.0,True
503,29.0,1.0,1.0,1.0,True
504,14.0,3.0,1.0,2.0,True
505,14.0,2.0,1.0,2.0,True
506,14.0,3.0,1.0,3.0,True
507,81.0,7.0,1.0,7.0,True
508,13.0,2.0,1.0,1.0,True
509,37.0,2.0,1.0,2.0,True
510,12.0,2.0,1.0,1.0,True
511,11.0,3.0,1.0,2.0,True
512,10.0,2.0,1.0,2.0,True
513,8.0,1.0,1.0,1.0,True
514,8.0,1.0,1.0,1.0,True
515,14.0,3.0,1.0,1.0,True
516,6.0,2.0,1.0,1.0,True
517,4.0,1.0,1.0,1.0,True
518,4.0,1.0,1.0,1.0,True
519,4.0,1.0,1.0,1.0,True
520,4.0,1.0,1.0,1.0,True
521,3.0,1.0,1.0,1.0,True
